"tractid","year","totalpop","households","pcthhchild","pctind_finance","pctind_professional","pctocc_profmanage","pctcollege","pctinc_0_10K","pctinc_10K_15K","pctinc_15K_20K","pctinc_20K_25K","pctinc_25K_30K","pctinc_30K_35K","pctinc_35K_40K","pctinc_40K_45K","pctinc_45K_50K","pctinc_50K_60K","pctinc_60K_75K","pctinc_75K_100K","pctinc_100K_125K","pctinc_125K_150K","pctinc_150K_more","medhhincome","pctpoverty","pctpublicassist","units","pctown","pctrent","pctvacant","medianvalue","pctrent_0_300","pctrent_300_600","medianrent","pctincomerent_30_more","medianpctincomerent","pctinc_mortgage_30_more","pctinc_nomortgage_30_more","pctsameres","pctrent_600_800","pctrent_800_1000","pctrent_1000_1250","pctrent_1250_1500","pctrent_1500_2000","pctrent_2000_more","pctind_info","pctunits_newres_2000","pctunits_newres","pctrent_600_750","pctrent_750_1000","pctrent_1000_more","pctunits_newres_2005","pctunits_newres_2010"
25017383901,1990,7979,2739,32.35,9.99,29.59,48.46,43.56,1.76,2.75,2.2,0.66,1.32,1.43,1.69,1.8,2.93,6.13,5.28,15,11.48,12.91,32.69,116212,2.59,3.12,2792,85.43,14.57,1.9,339187,4.64,6.7,1135,39.17,27.299999,16.47,3.36,67.34,,,,,,,,,33.66,7.47,12.37,63.14,,
25017383902,1990,5472,1785,36.82,5.99,30.48,50.08,56.64,1.76,0.46,0.63,0.91,0.46,1.02,1.3,0.91,1.7,4.7,7.94,8.5,11.22,13.1,45.46,139635,1.38,1.76,1817,92.49,7.51,1.76,417433,0,2.24,1364,21.64,22.9,19.46,2.26,68.61,,,,,,,,,31.27,5.97,10.45,67.91,,
25017384000,1990,6274,2936,22.31,7.99,26.41,48.33,54.83,1.65,0.68,0.68,0.81,1.79,2.74,3.14,3.85,2.87,8.82,9.73,17.73,12.39,9.35,23.74,94107,3.41,1.18,3245,41.38,58.62,9.52,456646,0,0.64,1440,33.29,24.1,19.48,1.36,55.28,,,,,,,,,57.56,1.45,2.44,94.54,,
25017385100,1990,4378,1558,28.6,7.25,25.35,37.87,30.29,2.27,2.97,3.04,2.59,1.27,2.22,3.42,3.48,3.03,4.8,8.72,19.34,10.11,10.05,22.82,89965,2.37,3.54,1604,71.5,28.5,2.87,327423,12.84,11.71,1182,31.53,23.299999,25.51,2.73,63.23,,,,,,,,,41.59,3.83,6.53,61.04,,
25017385200,1990,7688,3049,27.03,8.75,23.51,40.83,39.44,1.54,1.48,1.58,1.88,2.2,2.23,2.07,1.94,2.76,5.16,11.25,15.98,16.57,12.79,20.52,99523,1.67,4.24,3217,75.27,24.73,5.22,292667,6.23,6.9,1405,20.96,21.9,24.64,4.19,50.53,,,,,,,,,59.76,4.51,7.56,71.22,,
25017386100,1990,3989,1349,37.03,13.94,32.61,55.28,65.47,2,1.18,1.18,1.11,1.18,1.48,0.74,0.66,1.7,2.15,4.45,6.38,9.56,7.78,58.19,176456,1.15,2.82,1374,90.14,9.86,1.82,688890,0,1.83,1784,36.7,35.099998,16.7,3.88,74.74,,,,,,,,,25.13,3.67,6.42,56.88,,
25017387100,1990,4288,1337,41.58,10.69,23.53,45.47,45.38,0,0.14,0.29,0.75,0.6,0.45,1.87,3,2.17,3.44,7.04,15.64,18.11,14.45,32.04,118181,0,2.47,1370,91.92,8.08,2.41,338652,0,1.85,1437,57.41,32.400002,22.64,1.26,62.56,,,,,,,,,40.69,3.7,6.48,87.96,,
25017387201,1990,5573,1958,34.69,6.67,27.8,43.5,38.72,1.32,2.19,1.88,1.17,1.84,1.84,2.19,2.54,2.8,4.84,8.8,19.34,13.54,12.88,22.8,98460,1.5,2.85,2018,82.23,17.77,2.97,331879,12.69,12.38,1169,32.51,24.9,25.2,3.22,61.46,,,,,,,,,40.8,5.57,9.29,56.04,,
25017387202,1990,3065,989,40.2,10.33,28.81,46.95,39.98,0.21,1.66,1.25,0.21,0.93,1.87,1.66,1.66,3.22,3.12,9.24,17.76,16.2,11.84,29.28,109349,0,0.52,1025,88.57,11.43,3.51,334018,2.65,2.65,1264,63.72,33.900002,21.77,1.41,74.48,,,,,,,,,31.35,1.77,3.54,84.07,,
25017388100,1990,3343,1363,29.7,6.31,23.69,54.18,56.8,0,0,0.59,2.16,0.97,2.15,2.82,2.74,2.3,3.12,12.54,23.52,13.65,8.31,25,96433,0.87,1.26,1485,67.5,32.5,8.22,434188,0.91,2.05,1276,28.77,20.799999,22.78,0,53.13,,,,,,,,,56.93,2.97,5.02,86.53,,
25017388298,1990,0,0,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,0,,,0,,0,,,,,,,,,,,,,,,,,
25025000100,1990,3855,1527,23.58,10.31,32.9,29.97,29.23,2.55,4.71,4.51,2.95,2.88,4.71,2.88,4.78,5.3,6.54,14.45,15.37,10.66,7.46,10.33,68750,7.24,7.39,1594,30.98,69.02,4.2,309421,6.03,7.66,1271,40.71,26.4,17.28,8.64,48.29,,,,,,,,,54.55,6.8,11.49,66.38,,
25025000201,1990,3722,1487,21.12,5.95,31.57,34.76,39.79,2.28,3.42,3.08,2.21,2.69,2.28,5.1,4.89,4.89,10.66,13.62,16.7,12.07,7.11,9.05,69359,9.84,4.23,1550,33.76,66.24,4.06,325641,3.76,5.48,1417,41.42,26.5,15.58,0,43,,,,,,,,,55.15,5.99,9.95,74.11,,
25025000202,1990,3858,1461,27.37,9.38,38.39,33.44,33.37,4.89,4.35,4.21,3.65,3.24,2.28,3.38,3.31,3.86,5.17,12.97,20.34,9.45,6.83,12,71584,14.39,9.38,1493,35.66,64.34,2.14,317798,11.81,12.02,1216,30.21,22,10.76,7.17,55.35,,,,,,,,,42.58,6.38,10.85,57.23,,
25025000300,1990,6141,2429,19.28,10.75,39.98,45.38,47.49,2.8,3.95,3.34,1.69,3.5,2.84,3.17,4.73,2.92,7.41,9.26,19.43,14.08,9.43,11.4,78706,8.75,3.79,2521,42.77,57.23,3.65,331523,2.3,3.31,1540,34.97,24.9,8.31,9.7,44.81,,,,,,,,,54.8,3.38,5.68,82.81,,
25025000401,1990,5589,2861,10.61,12.7,38.61,37.69,44.48,11.51,10.77,9.09,3.67,4.3,4.47,4.93,3.35,3.84,9.55,10.08,10.88,5.39,3.78,4.34,41568,22.15,13.61,2964,15.87,84.13,3.48,362358,17.03,15.45,1102,46.61,29.9,7.38,4.03,34.66,,,,,,,,,64.87,4.86,8.14,52.89,,
25025000402,1990,3458,1245,16.48,10.12,40.94,43.08,46.65,3.9,2.46,3.1,4.22,4.05,5.89,3.42,2.39,3.58,8.91,12.41,15.67,12.25,8.11,9.55,69027,14.28,2.7,1308,34.46,65.54,4.82,374656,0,1.84,1561,45.47,29.1,29.84,10.48,41.87,,,,,,,,,57.27,4.41,7.35,83.33,,
25025000501,1990,7159,3745,7.86,9.68,44.67,42.18,62.87,5.14,6.03,6.03,4.96,3.97,4.9,4.16,5.5,4.75,9.68,11.34,13.53,8.91,5.39,5.71,55827,20.95,4.59,3923,19.33,80.67,4.54,424563,6.72,7.08,1346,48.13,29.799999,42.55,0,23.04,,,,,,,,,74.95,4.2,7.05,73.75,,
25025000502,1990,5472,2277,6.12,13.79,47.31,47.84,62.62,9.65,5.29,5.16,3.77,3.32,5.34,4.71,3.73,3.19,10.9,11.89,10.68,9.25,6.15,6.91,56853,24.93,2.56,2367,12.52,87.48,3.8,346673,4.92,6.53,1303,50.1,31,0,0,21.55,,,,,,,,,73.83,6.17,10.39,71.29,,
25025000601,1990,3448,1330,17.72,9.8,38.46,39.61,44.41,5.73,2.24,2.09,1.41,1.49,4.24,5.81,3.87,3.8,9.75,9.9,14.21,10.94,6.92,17.71,74424,12.68,0.97,1407,32.11,67.89,5.47,297301,4.21,4.98,1405,35.44,24.9,23.39,2.92,43.76,,,,,,,,,65.34,3.88,6.53,78.96,,
25025000602,1990,4610,1919,21.32,6.91,37.68,30.32,33.18,15.64,7.1,7.51,7.46,5.19,5.97,6.79,5.4,3.66,7.57,7.1,9.57,5.35,2.67,3.14,36086,25.32,18.21,2016,8.49,91.51,4.81,412264,13.9,14.07,1053,44.7,29.4,0,22.22,32.76,,,,,,,,,71.03,7.29,12.24,51.42,,
25025000701,1990,4551,2170,7.78,8.68,36.03,37.68,49.53,13.81,6.26,6.26,5.29,4.6,6.49,5.8,5.84,3.86,10.12,9.66,11.78,4.23,2.9,3.04,41363,30.14,6.3,2322,13.46,86.54,6.55,200518,3.78,4.95,1324,62.72,35.099998,0,100,14.8,,,,,,,,,83.82,4.58,7.67,77.42,,
25025000702,1990,7462,3481,10.04,12.05,31.08,31.21,50.2,13.32,6.51,5.94,4.41,6.45,7.83,6.19,4.11,4.91,8.89,9.04,11.39,4.99,2.38,3.64,39208,32.46,4.62,3712,11,89,6.22,209430,2.29,4.91,1219,60.23,35.099998,0,0,18,,,,,,,,,83.4,7.26,12.2,73.31,,
25025000801,1990,3856,730,8.47,13.03,44.28,32.24,83.29,11.76,4.79,4.36,2.91,3.78,3.63,2.9,2.76,4.79,7.55,9.72,17.85,10.6,4.93,7.55,62169,21.17,0.73,767,7.06,92.94,3.91,289637,3.07,5.11,1372,41.32,27.799999,0,0,18.79,,,,,,,,,76.93,6.42,10.8,72.99,,
25025000802,1990,7103,2765,15.78,9.51,32.73,29.52,41.78,10.23,5.9,5.36,4.19,4.86,3.25,3.76,4.22,4.15,9.37,12.66,12.55,8.23,3.33,8.05,53997,22.78,4.9,2918,12.91,87.09,5.48,323858,3,4.29,1469,51.71,33.299999,25,0,27.87,,,,,,,,,74.08,4.54,7.66,80.52,,
25025010101,1990,5486,1744,2.63,9.34,48.97,36.26,66.54,17.37,9.82,8.51,3.68,3.4,3.63,4.16,2.56,3.57,7.26,5.06,9.46,5.59,4.1,11.9,39404,29.11,4.16,2039,14.85,85.15,14.12,245077,13.55,12.34,1298,52.52,33.400002,0,0,14.9,,,,,,,,,71.91,3.96,6.64,62.04,,
25025010102,1990,3669,387,0.08,1.99,65.6,27.17,72.63,23.34,11.66,10.24,6.43,7.14,1.67,0,0,0,8.09,9.05,6.19,3.33,5,7.62,23991,57.53,2.38,399,21.32,78.68,4.76,0,2.34,3.68,1460,69.9,35.099998,,,6.34,,,,,,,,,83.69,4.35,7.69,78.6,,
25025010200,1990,8275,4561,3.75,8.09,43.11,31.84,60.52,12.05,8.7,8.99,7.65,4.32,6.82,7.22,5.78,5.75,9.42,7.96,7.8,4.29,1.46,1.79,36076,35.16,4.05,5195,7.59,92.41,11.72,0,4.44,6.94,1185,66.23,35.099998,,,15.34,,,,,,,,,81.88,8.02,13.47,66.87,,
25025010300,1990,3829,666,14.34,1.16,50.58,18.48,26.49,20.8,6.63,8.01,10.78,6.62,8.32,9.25,2.93,2.31,7.7,5.55,5.24,3.85,0.46,1.08,27380,32.76,26.66,829,4.52,95.48,22.68,0,33.01,27.94,408,36.6,24.799999,,,18.46,,,,,,,,,62.25,4.9,8.17,24.02,,
25025010401,1990,7034,3690,5.63,9.73,31.73,40.01,51.47,17.73,10.47,9.34,4.23,2.61,5.17,5.2,3.79,4.95,9.05,7.64,7.18,6.16,3.88,2.61,35336,37.89,4.76,4043,8.05,91.95,8.16,697267,7,8.93,1169,55.74,34.599998,19.3,0,24.81,,,,,,,,,70.83,8.03,13.44,61.51,,
25025010402,1990,5233,999,1.31,7.82,42.54,25.64,27.72,20.8,10.89,11.08,8.81,3.07,6.34,9.1,6.04,2.97,5.35,4.46,4.46,1.88,1.58,3.27,23140,39.02,12.97,1032,5.64,94.36,5.43,0,17.81,16.94,834,51.46,32.299999,,,12.77,,,,,,,,,61.89,6.95,11.73,45.49,,
25025010500,1990,2962,1544,3.43,14.14,39.69,43.22,68.39999,12.45,5.51,5.58,5.79,4.83,3.67,3.33,2.58,3.34,3.81,8.58,12.46,8.3,4.7,15.04,58328,20.27,1.91,1667,13.06,86.94,9.48,590502,6.55,7.77,1446,51.68,32.400002,0,20,24.94,,,,,,,,,70.71,6.1,10.21,68.52,,
25025010600,1990,1984,1464,2.84,14.1,34.94,56.13,57.76,7.4,5.95,5.68,3.77,2.12,1.85,3.63,4.69,3.7,9.12,9.25,10.51,8.66,5.55,18.37,63299,10.26,3.9,1681,11.87,88.13,10.83,891192,5,6.06,1462,48.22,29.799999,0,0,45.2,,,,,,,,,52.77,5.07,8.48,74.79,,
25025010700,1990,5285,3043,4.56,17.99,42.16,56.99,78.61,6.81,1.35,1.71,2.26,1.52,2.69,4.83,5.49,4.83,8.01,8.97,13.53,7.36,5.19,25.43,76816,10.79,0.3,3435,31.55,68.45,11.41,891192,1.44,2.78,1519,40.38,26,36,44,26.75,,,,,,,,,70.89,3.94,6.58,83.34,,
25025010800,1990,6474,3619,5.19,14.42,44.06,56.3,80.49,8.16,2.7,2.73,2.43,1.93,3.11,3.45,3.11,3.91,5.87,7.47,11.88,8.05,5.54,29.69,82072,12.23,0.14,4117,39.93,60.07,12.1,891192,0.51,2.62,1408,41.86,28.4,33.33,0,28.36,,,,,,,,,71.48,5.15,8.65,80.5,,
25025020100,1990,4492,2708,9.03,21.72,43.31,66.33,84.51,4.94,1.62,1.52,1.84,3.17,3.02,3.24,3.68,6.38,8.33,7,11.47,7.86,6.49,29.43,85606,7.11,0.32,3075,37.82,62.18,11.09,891192,2.71,4,1488,47.17,29.1,22.86,4.76,38.54,,,,,,,,,61.67,4.35,7.29,79.82,,
25025020200,1990,3469,2141,7.59,15.83,37.32,51.31,72.58,6.85,4.92,4.83,3.19,1.98,4.68,6.18,5.5,3.47,8.73,9.6,12.98,9.75,5.21,11.97,59629,13.16,3.04,2386,17.16,82.84,11.36,832728,5.42,6.39,1312,47.6,29.4,27.16,0,20.75,,,,,,,,,75.13,5.08,8.5,74.6,,
25025020300,1990,4831,2818,5.03,14.52,46.48,60.88,61.87,5.14,6.06,5.42,2.82,2.74,2.81,2.28,1.79,3.27,7.77,9.68,12.84,9.82,7.42,20.2,75360,12.51,3.17,3129,22.68,77.32,9.94,891192,5.09,5.32,1597,43.69,28.4,0,0,35.18,,,,,,,,,71.75,3.07,5.19,79.85,,
25025030100,1990,1956,1171,10.34,11.2,34.36,39.42,35.75,3.5,6.07,5.3,2.65,2.74,3.08,4.11,4.19,6.16,12.49,10.44,17.19,7.36,5.22,9.58,59857,9.57,5.47,1283,24.16,75.84,7.72,289637,5.57,8.91,1094,35.52,25,0,50,48.03,,,,,,,,,58.28,10.47,17.48,57.57,,
25025030200,1990,1628,949,17.97,9.84,22.25,39.36,33.5,6.99,7.67,6.64,4.69,7.099999,5.73,7.44,5.04,4.47,7.56,9.16,12.14,6.41,3.09,5.84,42577,16,7.9,1022,17.16,82.84,7.63,623833,9.72,11.64,1050,51.03,30.799999,0,0,53.11,,,,,,,,,58.47,9.34,15.6,53.07,,
25025030300,1990,3769,2144,6.2,26.21,29.39,62.76,55.36,6.82,6.33,5.25,1.7,2.34,4.18,4.08,1.35,2.69,5.07,8.57,14.94,6.15,4.85,25.62,76887,12.91,6.73,2634,28.46,71.54,18.91,760898,9.82,9.1,1624,45.48,29.4,0,0,38.22,,,,,,,,,58.43,3.21,5.43,71.01,,
25025030400,1990,2316,1429,6.97,18.6,32.05,42.77,46.25,4.9,5.83,5.96,5.44,3.32,3.19,5.5,7.1,5.43,9.55,12.8,9.88,10.21,6.96,4.05,53971,10.09,5.44,1559,14.85,85.15,8.85,0,7.85,10,1126,42.73,26.4,,,35.6,,,,,,,,,64.18,9.01,15.12,57.36,,
25025030500,1990,2082,1206,16.63,23.41,22.98,35.65,36.82,5.85,3.75,4.19,5.41,4.2,2.96,3.5,2.62,4.02,9.87,13.71,11.88,7.34,8.38,12.05,64253,11.46,2.79,1369,35.34,64.66,11.32,891192,4.71,7.39,1249,40.76,26,0,0,47.36,,,,,,,,,69.11,8.54,14.27,63.95,,
25025030599,1990,401,0,0,,,,7.95,,,,,,,,,,,,,,,,0,,,0,,,,0,,,0,,0,,,10.51,,,,,,,,,,,,,,
25025040100,1990,1907,1029,11.08,13.44,42.16,56.91,53.88,3.6,8.04,6.72,1.99,1.98,2.36,1.32,2.56,2.84,5.78,7.95,12.02,14.38,8.89,19.3,82756,6,8.14,1131,42.73,57.27,9.99,438644,13.55,13.04,1248,31.39,26.5,48.35,13.19,38.04,,,,,,,,,73.97,5.66,9.61,56.78,,
25025040200,1990,1430,614,40.78,14.1,26.88,26.88,17.57,14.33,10.96,9.1,2.19,3.54,7.59,4.38,0.51,3.21,10.45,6.07,9.61,6.24,6.24,5.73,36623,24.29,31.7,674,21.6,78.4,7.27,254702,24.29,22.24,590,18.77,22.9,0,14.29,67.47,,,,,,,,,47.68,7.35,12.45,31.02,,
25025040300,1990,2617,1172,29.6,11.44,35.29,42.3,42.13,6.59,6.91,6.1,3.17,3.42,5.52,3.82,3.09,3.58,6.1,6.99,13.17,11.63,9.84,10.16,65754,16.76,9.43,1313,37.23,62.77,10.21,293736,15.41,14.73,1087,41.49,28,13.99,8.29,45.53,,,,,,,,,57,5.95,10,53.92,,
25025040400,1990,2233,949,29.52,13.66,30.87,29.05,29.64,6.58,6.69,6.25,3.46,2,4.01,5.35,3.01,2.78,5.9,9.7,12.49,13.49,7.58,10.93,64801,8.94,5.13,1024,30.06,69.94,7.42,404422,10.26,14.33,904,29.26,21,19.44,0,66.48,,,,,,,,,43.25,14.63,24.59,33.94,,
25025040500,1990,1320,588,27.95,16.41,29.97,36.39,43.53,7.96,3.36,2.65,0.35,0.89,0,1.95,4.07,2.83,9.73,11.68,16.64,13.1,8.5,16.28,85538,6.06,4.96,634,55.81,44.19,8.99,248642,3.14,5.49,1349,37.25,26.200001,7.11,9.64,59.43,,,,,,,,,48.01,6.27,10.59,72.94,,
25025040600,1990,342,128,33.05,25.91,16.36,20.91,11.48,6.62,4.96,4.13,1.65,3.31,1.65,2.48,0,4.96,5.79,9.09,14.88,19.01,9.92,12.4,78540,10.54,0,133,61.65,38.35,0,257376,0,5.88,1077,9.8,13.4,0,15.79,73.98,,,,,,,,,26.32,13.73,23.53,56.86,,
25025040700,1990,1826,847,23.88,16.52,26.61,40.44,37.55,2.14,3.2,2.96,2.49,2.97,1.54,2.13,3.44,3.2,8.78,10.56,18.39,11.86,8.3,18.15,79147,2.46,2.14,858,53.38,46.62,6.99,291597,5.38,6.45,1248,29.03,21.299999,21.15,3.52,63.6,,,,,,,,,46.87,5.11,8.6,72.04,,
25025040800,1990,2873,1514,25.66,17.67,34.77,47.69,45.46,12.3,5.85,5.45,4.32,4.59,2.79,2.79,3.12,4.19,8.51,7.78,9.11,7.85,5.52,15.82,55348,19.6,15.96,1985,8.64,91.36,21.26,712952,21.36,19.12,799,28.64,23.200001,52.27,0,37.18,,,,,,,,,66.67,5.46,9.1,43.98,,
25025040899,1990,170,0,0,,,,8.54,,,,,,,,,,,,,,,,0,,,0,,,,0,,,0,,0,,,4.6,,,,,,,,,,,,,,
25025050100,1990,4069,1648,33.15,10.25,19.82,19.76,9.65,9.65,12.63,11.45,6.43,4.15,3.71,3.28,3.03,3.59,6.43,8.73,14.79,7.36,2.91,1.92,37219,24.9,22.52,1789,24.76,75.24,7.88,213529,21.53,20.73,725,39.11,27,6.19,0,59.01,,,,,,,,,40.59,8.95,15.08,32.42,,
25025050200,1990,4034,1549,31.58,10.59,14.98,18.24,9.81,8.92,7.17,6.77,5.14,5.2,5.92,7.03,5.41,3.45,8.08,15.1,12.5,4.17,2.93,2.28,42577,18.64,18.36,1704,27.89,72.11,9.1,240978,4.92,9.4,991,40.83,27.4,9.01,23.42,50.77,,,,,,,,,54.03,12.89,21.58,49.6,,
25025050300,1990,1756,740,38.17,2.83,19.62,14.72,5.87,18.88,19.14,16.22,7.6,8.36,3.04,3.68,4.06,3.55,4.31,1.52,3.8,1.65,1.77,2.41,17489,43.37,35.99,786,6.22,93.78,5.98,0,33.48,30.3,389,26.7,26.700001,,,52.38,,,,,,,,,52.1,9.09,15.3,11.69,,
25025050400,1990,2103,978,21.85,10.19,17.08,16.28,7.55,9.23,10.62,9.870001,6.33,5.15,4.83,6.75,7.94,4.18,10.3,9.76,9.12,4.51,0.86,0.43,38676,18.13,8.8,1067,21.65,78.35,8.25,175030,16.75,16.75,930,43.19,29.1,14.71,0,51.84,,,,,,,,,52.3,8.38,14.14,43.46,,
25025050500,1990,1612,624,29.95,10.86,11.42,10.75,8.16,4.44,3.52,3.37,2,3.98,8.58,9.49,9.65,9.950001,7.05,13.48,13.32,5.97,3.06,2.14,47848,9.9,6.43,727,25.55,74.45,11.69,193923,7.11,10.46,1043,39.96,27.4,0,0,50.49,,,,,,,,,61.68,11.51,19.46,51.67,,
25025050600,1990,1570,662,25.7,9.92,11.71,7.3,4.13,5.81,9.79,9.96,8.95,5.8,4.48,5.97,4.98,5.97,11.28,7.63,7.3,4.64,3.48,3.81,39482,20.66,25.7,730,18.63,81.37,8.08,0,11.9,13.74,1000,44.14,28.6,,,46.39,,,,,,,,,52.61,10.07,17.03,45.97,,
25025050700,1990,1211,493,20.73,0,11.89,10.26,3.42,14.53,10.24,9.309999,6.52,8.76,7.45,3.17,4.28,3.54,7.08,7.64,7.26,5.4,4.1,1.12,30433,25.81,14.9,535,26.18,73.82,12.9,208538,7.85,11.92,977,61.05,35.099998,0,0,57.57,,,,,,,,,43.56,13.66,22.97,40.7,,
25025050800,1990,1927,816,25.78,4.01,16.27,16.65,8.1,16.37,6.08,7.07,7.7,2.23,3.59,2.86,1.37,5.34,9.43,17.99,13.15,1.24,1.36,4.47,48344,20.48,15.26,875,32.6,67.4,7.09,176990,10.77,14.6,864,39.78,24.5,10.77,33.85,49.67,,,,,,,,,43.54,14.23,23.72,35.22,,
25025050900,1990,3152,1204,29.37,10.53,17.01,20.93,6.2,9.78,5.34,4.93,3.62,3.62,3.79,5.43,6.83,5.68,6.17,9.29,18.09,6.33,6.58,4.36,50993,16.42,13.32,1355,31.98,68.02,10.92,237056,5.24,8.77,1075,41.29,25.4,24.18,0,39.84,,,,,,,,,56.33,10.84,18.15,54.69,,
25025051000,1990,3940,1607,30.46,10.38,24.03,21.65,8.21,7.85,10.08,9.3,5.8,3.74,4.41,4.83,3.56,3.92,10.39,10.63,12.74,6.46,4.29,2.23,45988,16.47,10.69,1732,34.23,65.77,7.22,259514,8.66,13.04,920,40.72,27.5,20.27,19.59,68.77,,,,,,,,,37.53,14.46,24.36,38.82,,
25025051100,1990,5215,2059,31.11,15.98,17.07,23.79,14.64,4.45,9.77,8.96,5.94,5.23,2.83,2.77,3.49,3.21,7.18,12.12,15.42,5.46,3.3,9.96,56772,14.72,12.21,2316,40.41,59.59,11.53,342217,9.34,12.53,943,39.97,26.1,16,34.67,64.38,,,,,,,,,33.53,12.12,20.31,42.92,,
25025051200,1990,2352,1037,26.91,10.14,19.61,16.06,8.95,7.69,6.35,6.05,4.61,4.5,4.71,5.43,4.61,7.07,9.94,7.48,13.93,6.97,6.25,4.51,49500,12.86,8.91,1194,37.34,62.66,12.31,234026,7.62,10.37,1059,42.68,28.799999,12.21,10.69,64.6,,,,,,,,,40.78,10.21,17.07,51.37,,
25025060100,1990,3233,1429,23.64,15.59,15.71,22.72,15.56,4.18,6.84,6.35,4.95,4.6,3.28,4.04,3.34,3.76,9.49,9.21,13.04,13.32,5.79,7.67,59278,8.34,8.44,1531,37.31,62.69,6.86,346316,5.59,8.84,1087,39.37,24.9,23.38,8.44,63.35,,,,,,,,,45.02,10.4,17.45,55.26,,
25025060200,1990,2132,925,29.87,9.79,32.13,23.45,23.67,4.92,5.71,4.7,1.56,1.67,1.79,3.25,3.7,6.04,11.75,7.61,18.9,11.07,6.94,10.51,69109,6.47,6.6,994,38.79,61.21,6.64,302470,4.4,8.1,1102,34.68,23.4,24.58,6.78,71.65,,,,,,,,,39.98,10.74,17.96,56.87,,
25025060300,1990,3206,1458,27.64,9.88,24.21,26.06,19.34,3.69,7.12,6.77,4.53,2.64,2.44,2.72,3.69,5.37,10.39,9.34,20.71,8.51,5.23,6.76,60353,6.39,5.02,1573,41.15,58.85,7.31,283933,8.97,11.89,1009,29.13,22.5,16.67,4.29,63.81,,,,,,,,,38,11.42,19.11,46.97,,
25025060400,1990,4965,2205,24.17,11.08,25.48,25.44,16.42,7.46,6.5,6.73,6,4.32,5.32,3.82,4.32,5.5,5.32,8.96,12.32,10,6.5,6.91,49984,6.77,9.73,2405,38.1,61.9,8.32,259158,12.89,14.73,927,43.3,27.5,21.79,7.18,58.2,,,,,,,,,42.31,10.77,18.1,43.52,,
25025060500,1990,3559,1451,24.88,9.92,20.44,21.89,14.07,5.76,5.08,5.42,4.93,2.12,5.22,8.09,7.07,4.59,7.34,10.56,12.28,8.85,6.52,6.38,52695,16.32,8.5,1617,32.32,67.68,10.27,222084,3.67,8.86,1012,42.87,27.799999,10.63,9.18,50.21,,,,,,,,,49.55,13.95,23.52,49.39,,
25025060599,1990,21,0,0,0,0,0,52.63,,,,,,,,,,,,,,,,0,0,,0,,,,0,,,0,,0,,,100,,,,,,,,,,,,,,
25025060600,1990,999,467,15.21,14.19,20.59,39.97,31.93,10.34,4.78,4.18,2.78,3.18,2.78,5.36,4.78,0.6,4.97,11.73,21.47,4.57,4.37,13.52,69432,20,14.51,652,42.18,57.82,25.46,222797,2.49,7.12,1100,54.45,35.099998,48.44,15.62,28.84,,,,,,,,,71.61,11.39,19.57,55.87,,
25025060699,1990,18,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,,0,,,,0,,,0,,0,,,31.58,,,,,,,,,,,,,,
25025060700,1990,1446,544,50.3,3.95,18.64,3.11,1.79,22.8,13.32,12.19,8.35,7,5.64,7.440001,5.42,2.26,5.42,4.74,2.71,0.45,0.45,1.81,21069,42.68,48.08,729,0,100,29.49,0,40.27,34.44,271,13.81,17.799999,,,52.45,,,,,,,,,68.87,6.81,11.48,4.09,,
25025060800,1990,1070,558,21.73,9.15,10.02,16.56,12.88,14.55,10.41,9.09,3.14,0.99,5.13,9.26,7.11,5.45,5.29,6.45,11.4,6.78,1.65,3.31,38787,20.7,24.13,694,22.85,77.15,18.01,171465,11.16,12.07,1089,51.25,31.299999,9.09,9.09,38.1,,,,,,,,,62.22,7.74,12.98,55.81,,
25025060900,1990,2037,879,30.25,9.35,22.89,25.84,19.04,3.02,6.39,7.17,7.62,3.59,4.14,3.59,3.03,5.05,6.61,11.66,14.01,11.21,6.84,5.83,55990,13.84,10.09,1031,35.6,64.4,12.8,213351,7.43,9.84,1089,45.25,27.9,21.85,0,45.6,,,,,,,,,56.17,9.67,16.23,56.82,,
25025061000,1990,2748,1214,36.97,4.7,28.07,19.58,6.65,19.62,16.49,14.68,7.01,4.04,3.38,2.55,3.88,3.55,2.63,4.29,7.91,5.19,2.64,1.98,19469,42.55,23.66,1352,15.33,84.67,11.69,265218,32.34,29.18,428,31.95,26.1,9.09,21.21,74.99,,,,,,,,,30.32,8.8,14.84,13.45,,
25025061100,1990,2093,1020,36.28,14.94,25.66,13.71,5.57,18.06,18.18,15.95,7.33,5.31,4.35,3.3,2.44,3.72,5.95,7.86,4.14,2.23,0.64,0.43,18655,35.74,30.61,1064,0.5,99.5,5.92,0,37.28,32.73,346,26.04,23.299999,,,66.6,,,,,,,,,30.37,8.11,13.48,8.41,,
25025061200,1990,799,351,32.06,9.56,29.17,21.81,7.53,9.72,4.86,4.25,2.44,4.26,5.47,3.96,5.48,3.65,8.82,14.29,14.89,8.51,7.29,2.43,57198,12.41,9.42,382,38.05,61.95,11.26,195884,6.19,9.52,1085,32.86,24.299999,22.33,15.53,62.73,,,,,,,,,38.05,10,16.67,57.62,,
