"tractid","year","totalpop","households","pcthhchild","pctind_finance","pctind_professional","pctocc_profmanage","pctcollege","pctinc_0_10K","pctinc_10K_15K","pctinc_15K_20K","pctinc_20K_25K","pctinc_25K_30K","pctinc_30K_35K","pctinc_35K_40K","pctinc_40K_45K","pctinc_45K_50K","pctinc_50K_60K","pctinc_60K_75K","pctinc_75K_100K","pctinc_100K_125K","pctinc_125K_150K","pctinc_150K_more","medhhincome","pctpoverty","pctpublicassist","units","pctown","pctrent","pctvacant","medianvalue","pctrent_0_300","pctrent_300_600","medianrent","pctincomerent_30_more","medianpctincomerent","pctinc_mortgage_30_more","pctinc_nomortgage_30_more","pctsameres","pctrent_600_800","pctrent_800_1000","pctrent_1000_1250","pctrent_1250_1500","pctrent_1500_2000","pctrent_2000_more","pctind_info","pctunits_newres_2000","pctunits_newres","pctrent_600_750","pctrent_750_1000","pctrent_1000_more","pctunits_newres_2005","pctunits_newres_2010"
2.50250700007e+20,2005,5718,1829,45,11,14.51,32.15,25.49,16.57,4.37,4.37,7.16,2.57,6.12,2.19,8.69,4.1,1.8,10.06,10.17,9.73,5.52,6.56,47889.15,16.77793,91.47,2164,37.23,62.77,15.48,486794,8.45,10.28,1264.4,57.49,37.299999,59.27,28.24,80.59,2,10.54,29.27,16.11,16.38,6.97,2.14,56.96048,,,,,27.75446,
2.50250700007e+20,2005,5935,2445,27.57,7.47,10.11,34.83,34.08,16.56,5.11,2.99,4.58,4.95,2.54,2.7,6.38,3.19,7.65,13.62,9.28,7.28,4.91,8.26,55414.51,14.57456,96.32,2663,54.4,45.6,8.19,394144,15.01,7.55,1280.75,67.35001,43.400002,48.28,10.18,93.35,4.34,7.84,21.81,9.07,34.37,0,2.12,57.9444,,,,,19.42713,
2.50250700007e+20,2005,5966,2022,35.26,13.63,11.27,37.93,15.16,13.7,6.63,4.8,9.15,4.06,1.98,2.37,0.74,2.32,7.81,8.75,19.14,11.67,5.29,1.59,60065.54,19.3597,96.74,2109,52.92,47.08,4.13,354577,22.37,6.2,1117.25,46.32,29.1,45.17,45.5,85.54,3.15,15.86,24.58,14.39,11.66,1.79,2.88,51.60912,,,,,25.93027,
2.50250700007e+20,2005,6144,2790,15.48,6.79,22.91,78.81,71.25,8.85,6.13,1.15,3.44,2.01,4.05,3.58,2.9,3.37,6.42,7.46,14.16,9.57,9.68,17.24,84986.21,15.8615,99.03,2915,43.8,56.2,4.29,515461,8.61,12.24,1425.72,46.75,28.799999,31.88,29.88,74.88,6.51,6.76,11.73,17.86,26.15,10.14,3.8,67.97045,,,,,35.92412,
2.50250700007e+20,2005,6212,2110,26.11,11.6,10.09,52.81,51.57,5.78,7.87,4.12,1.94,3.22,1.56,1.9,0.66,3.65,9.57,10.57,10.66,18.91,7.54,12.04,79025,5.670867,100,2259,61.66,38.34,6.6,489628,2.7,2.18,1482.4,47.59,29.799999,48.37,35.74,91.81,2.44,2.18,24.65,35.94,29.91,0,3.57,52.298,,,,,25.92661,
2.50250700007e+20,2005,6998,2386,23.39,9.35,7.14,45.02,44.35,8.72,6.96,11.23,2.22,3.44,1.8,4.07,5.66,2.85,7.75,11.86,15.51,5.53,6.5,5.91,59950,29.13037,95.35,2494,40.4,59.6,4.33,355885,19.48,7.17,1160.85,43.11,28.6,54.95,17.24,75.38,9.85,7.45,23.14,6.75,18.07,8.09,3.15,82.23486,,,,,43.34225,
2.50250700007e+20,2005,476,0,,9.7,36.36,9.7,0.84,,,,,,,,,,,,,,,,,81.5126,,0,,,,,,,,,,,,31.09,,,,,,,0,,,,,,,
2.50250700007e+20,2005,2481,904,32.96,14.08,11.23,29.47,26.52,0,1.22,4.98,4.65,2.88,10.51,0.44,7.52,4.65,14.05,8.19,18.58,8.19,1.99,12.17,64252.23,3.627569,97.01,977,51.66,48.34,7.47,393490,0,7.09,1201.18,32.96,27,59.47,28.74,88.29,3.43,16.7,56.06,16.7,0,0,0,54.85691,,,,,17.29141,
2.50250700007e+20,2005,3659,1219,38.8,9.17,2.66,31.53,26.37,7.88,6.4,1.31,0.98,0.49,2.63,8.29,5.5,4.76,10.42,8.45,18.62,10.66,4.35,9.27,70491.39,7.543045,100,1231,78.42,21.58,0.97,369619,0,0,1540.17,54.37,34.400002,47.99,20,93.55,4.56,0,31.56,21.29,42.59,0,3.49,39.68297,,,,,19.67751,
2.50250700007e+20,2005,4332,1395,32.83,7.44,11.69,34.01,23.62,4.37,4.44,9.82,8.39,1.58,2.08,5.52,2.01,3.94,7.03,9.1,14.27,14.27,5.09,8.099999,66653.5,3.889789,100,1554,69.53,30.47,10.23,396869,0,3.53,1301.46,64.23,45.900002,54.02,33.91,84.37,2.82,27.76,20.47,16.71,23.53,5.18,1.21,56.67128,,,,,30.07849,
2.50250700007e+20,2005,4882,2045,25.13,6.47,8.81,57.75,38.66,5.67,3.52,2.15,3.08,4.99,3.13,4.69,0.78,0.78,7.73,18.39,10.95,12.52,4.11,17.51,78259.82,2.662843,99.27,2183,73.11,26.89,6.32,387931,9.24,6.28,1187.01,25.27,22.299999,38.87,18.16,91.9,3.33,18.11,36.41,19.41,7.21,0,2.1,39.79926,,,,,15.58787,
2.50250700007e+20,2005,5003,1728,32.06,13.58,16.05,62.66,60.52,2.37,1.33,2.26,5.96,3.88,0.87,0,4.51,3.53,3.7,7,18.52,8.74,9.49,27.83,101619.61,1.29922,99.48,1825,83.33,16.67,5.32,531266,0,10.91,1334.16,33.33,27.1,32.06,30.11,84,0,15.27,26.55,19.27,28,0,2.32,45.07296,,,,,19.84809,
2.50250700007e+20,2005,5011,1791,32.1,7.44,8.48,34.07,21.97,16.42,5.97,7.26,4.52,5.58,5.86,1.17,5.86,3.57,11.28,7.37,7.98,10.05,1.9,5.19,47300.55,18.89842,95.37,1999,37.19,62.81,10.41,380628,25,10.55,857.83,45.69,28.700001,63.29,23.08,89.33,16.73,12.36,14,12.09,8.18,1.09,2.15,56.86113,,,,,20.60394,
2.50250700007e+20,2005,5294,1939,25.01,7.08,15.45,52.59,46.23,2.27,2.63,1.55,3.3,0.57,3.3,3.4,3.3,3.66,3.46,15.88,17.64,14.49,9.7,14.86,91948.04,2.994484,98.5,1990,69.88,30.12,2.56,531702,0,0,1604.48,33.05,24.200001,33.14,26.18,86.07,0,7.29,20.22,25.32,44.63,2.55,5.04,45.72498,,,,,33.86525,
2.50250700007e+20,2005,5419,2174,31.78,6.87,16.1,59.36,50.56,5.66,2.67,0.92,3.77,0.6,4.55,6.62,1.01,2.12,9.8,13.39,12.24,17.3,6.72,12.65,78281.62,2.575505,98.76,2174,78.89,21.11,0,442758,0,0,1503.11,44.67,25,42.74,18.69,85.36,0,3.92,34.64,22.22,26.36,12.85,3.31,53.62613,,,,,23.21461,
2.50250700007e+20,2005,5746,1880,34.15,8.49,7.6,43.06,34.67,7.23,6.91,0.96,6.81,6.91,1.76,3.72,4.04,2.71,8.99,10.9,9.57,13.62,3.78,12.07,65346.59,8.521615,97.13,2037,61.76,38.24,7.71,402973,12.66,9.7,1219.71,57.99,40.599998,45.42,3.27,93.75,9.14,7.88,22.22,9.7,19.41,9.28,1.4,46.02384,,,,,14.21455,
2.50250700007e+20,2005,6692,2175,30.21,6.98,10.67,24.38,18.84,11.45,12,6.21,3.68,5.43,10.16,2.25,4.37,1.2,8.46,9.06,7.4,6.71,1.75,9.89,41945.38,15.33008,95.03,2373,36.92,63.08,8.34,403409,12.68,12.9,1388.66,55.98,37.200001,48.23,20.44,84.1,4.94,9.43,7.52,27.04,24.47,1.03,1.68,56.05798,,,,,28.51741,
2.50250700007e+20,2005,7498,2439,38.7,11.99,7.53,26.64,22.53,5.21,4.72,5.29,3.4,2.38,3.69,4.51,5.7,10,10.78,10.09,14.84,9.02,3.24,7.13,58320.45,7.479261,95.94,2641,69.33,30.67,7.65,387277,5.67,9.31,1185.92,57.22,33.099998,55.17,23.45,89.68,0,25.78,26.32,14.71,18.22,0,0.85,50.08002,,,,,21.48573,
2.50250700007e+20,2005,8210,3019,33.09,9.35,13.03,47.98,36.44,10.14,7.65,7.29,4.67,3.84,7.42,2.98,3.41,3.81,8.55,13.85,7.15,7.52,4.21,7.52,51757.56,12.09536,98.15,3158,38.99,61.01,4.4,372344,11.55,12.27,1133.6,58.25,32.5,31.37,20.69,82.1,10.83,12.22,19.4,20.67,12.05,1,1.54,56.03513,,,,,31.07905,
2.50250700007e+20,2005,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.50250700007e+20,2005,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.50250700007e+20,2005,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.50250700007e+20,2005,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.50251320513205e+20,2005,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.50251320513205e+20,2005,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.50251320513205e+20,2005,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.50251320513205e+20,2005,2506,1435,9.27,20.32,14.97,44.99,38.68,13.66,6.41,9.41,4.11,11.43,4.81,0.14,0.77,3.48,5.51,7.6,13.31,0.7,6.06,12.61,43724.26,15.40303,96.45,1512,48.15,51.85,5.09,367221,19.35,21.8,806.6,58.74,32.900002,34.35,28.66,88.93,10.08,22.75,12.81,8.04,3.81,1.36,1.7,55.22746,,,,,33.79888,
2.50251320513205e+20,2005,2937,855,47.37,3.39,16.45,4.5,3.51,17.89,13.68,5.38,8.19,7.72,0,5.85,1.99,0,25.5,8.54,0.7,4.56,0,0,29200.01,37.65747,95.32,1046,20.35,79.65,18.26,360027,18.55,21.87,998.44,68.58,35.200001,80.71,79.41,83.08,7.24,11.16,12.07,7.54,21.57,0,1.11,75.48519,,,,,29.8604,
2.50251320513205e+20,2005,3521,1203,49.13,6.96,22.81,14.61,6.37,12.39,12.64,5.82,5.4,10.14,10.47,7.07,2.66,5.15,14.21,7.07,6.15,0.83,0,0,34181.31,29.56546,89.78,1330,15.63,84.37,9.55,228246,12.66,5.08,1127.06,69.36,37.599998,87.23,,64.1,14.16,14.16,29.11,19.34,5.48,0,4.14,84.40784,,,,,51.37745,
2.50251320513205e+20,2005,7794,2109,53.53,3.21,14.06,17.6,10.61,8.49,6.73,4.93,6.78,8.01,8.44,3.37,8.63,5.17,6.35,7.4,14.98,6.4,0,4.32,44878.57,23.62746,89.57,2243,32.34,67.66,5.97,387495,5.12,5.12,1220.8,51.78,33.5,73.76,53.46,78.61,6.49,12.62,42.97,12.47,15.21,0,0.75,74.20844,,,,,47.62533,
2.50251320513205e+20,2005,9574,3111,37.38,7.08,7.78,24.64,16.67,16.1,7.33,5.5,3.28,8.36,2.31,2.89,4.31,3.21,5.21,14.79,12.89,8.78,2.41,2.63,48985.69,24.8808,95.5,3340,43.59,56.41,6.86,368093,12.58,4.41,1175.02,54.42,34.200001,69.78,54,79.24,10.38,14.73,25.28,15.98,14.01,2.62,0.6,68.07101,,,,,38.37771,
2.50251320513205e+20,2005,9834,3460,36.97,7.8,13.93,20.93,13.55,13.96,8.12,3.79,7.46,7.51,3.12,5.58,7.43,3.03,7.49,14.45,12.17,2.6,2.77,0.52,43855.06,19.24883,96.97,3877,33.9,66.1,10.76,359918,14.5,13.25,935.22,53.39,31.700001,52.11,50.58,83.39,17.41,18.4,15.53,5.15,12.35,3.4,3.04,71.49685,,,,,34.15701,
2.50255658556585e+20,2005,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.50255658556585e+20,2005,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.50255658556585e+20,2005,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.50255658556585e+20,2005,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.50255658556585e+20,2005,5004,2025,28.59,2.19,12.76,22.02,17.1,11.06,7.16,2.72,9.28,3.6,4,9.88,7.01,2.96,4.64,11.56,15.16,7.8,3.16,0,45183.77,7.795861,95.6,2134,48.35,51.65,5.11,309778,8.19,10.95,1139.05,56.59,33,65.1,35.04,89.72,11.34,12.52,38.76,11.34,3.35,3.55,3.98,54.65628,,,,,26.3789,
2.50255658556585e+20,2005,5033,1835,32.7,4.27,16.08,28.35,24.77,7.9,1.2,3.11,8.94,4.25,2.56,5.5,4.47,5.56,9.65,8.12,21.8,7.9,6.59,2.45,64083.28,5.980528,96.84,2017,48.5,51.5,9.02,385751,5.71,6.77,1135.78,39.89,27.5,54.5,28.62,88.03,7.94,23.49,36.19,14.07,5.19,0.63,2.86,48.34095,,,,,20.7431,
2.50255658556585e+20,2005,5093,1788,28.19,14.43,8.08,26.08,17.79,3.08,6.04,9.79,5.15,9,6.6,4.7,5.82,5.43,5.43,15.6,5.48,8.56,3.64,5.71,48736.08,12.05576,97.32,1859,54.87,45.13,3.82,375723,1.51,8.69,1082.37,58.99,36.799999,52.57,28.14,87.63,7.18,34.26,23.05,17.63,7.68,0,0.44,56.86236,,,,,27.25309,
2.50255658556585e+20,2005,5174,1591,35.51,12.74,7,22.69,11.57,10.75,8.05,5.97,3.08,3.33,2.39,8.42,1.13,9.24,9.05,10.37,5.15,7.54,7.67,7.86,53775.15,19.80667,95.85,1675,54.56,45.44,5.01,455729,17.68,23.33,746.65,43.99,29.299999,52.25,44.13,87.7,13.62,24.64,8.7,5.94,6.09,0,2.51,56.22411,,,,,19.03728,
2.50255658556585e+20,2005,6763,2696,26.67,11.56,10.56,34.32,23.42,11.87,5.82,7.2,7.16,5.34,4.75,8.35,2.26,4.3,8.79,5.08,12.76,5.68,4.49,6.15,43374.37,10.87053,96.11,3125,52.93,47.07,13.73,340298,0,15.59,1291.65,78.09,50,51.65,35.38,74.27,8.76,8.04,23.79,16.16,27.01,0.64,1.76,64.67544,,,,,34.25994,
2.50255658556585e+20,2005,6925,2565,33.57,5.16,13.5,24.37,23.42,6.71,7.49,9.12,4.09,3.94,4.48,2.73,4.09,8.73,12.05,12.05,11.58,9.43,1.4,2.11,53425.26,13.33237,94.74,2625,53.68,46.32,2.29,380737,2.08,16.54,1269.85,65.49001,38.200001,57.92,30.47,79.15,2.65,12.76,24.2,11.63,16.45,13.71,0.92,56.36101,,,,,24.36101,
2.50255658556585e+20,2005,8118,2670,31.46,8.44,9.68,17.41,18.94,8.46,3.41,7.6,4.34,7.94,6.74,5.21,5.47,3.33,7.79,9.48,16.33,8.84,3.75,1.31,51448,15.53049,94.53,3019,32.92,67.08,11.56,355667,3.99,11.75,1160.85,46.29,28.9,57.94,37.19,77.25,12.15,15.17,26.75,16.83,10.95,2.4,0.18,63.7965,,,,,34.89776,
2.50255658556585e+20,2005,8445,2619,33.98,7.95,6.93,25.03,17.32,4.2,4.51,3.02,2.86,5.73,4.01,1.49,9.81,3.28,10.42,12.33,17.56,11.99,5.92,2.86,66724.35,4.204642,99.24,2867,59.53,40.47,8.65,399594,0,6.92,1364.68,40.47,27.1,57.81,40.37,93.28,8.25,14.97,19.76,13.34,18.23,18.53,3.23,53.54253,,,,,26.37901,
2.50258093080965e+20,2005,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.50258093080965e+20,2005,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.50258093080965e+20,2005,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2.50258093080965e+20,2005,2041,709,32.86,6.96,16.53,27.21,16.99,3.24,5.36,0,1.13,2.4,3.53,2.12,4.23,2.82,11.57,12.13,9.59,14.25,12.55,15.09,83112.5,4.409603,97.46,738,71.93,28.07,3.93,454421,4.02,0,1455.15,44.22,28.700001,31.44,18.44,87.3,4.52,3.52,14.57,68.34,5.03,0,2.69,43.21411,,,,,16.56051,
2.50258093080965e+20,2005,3139,1053,36.18,8.08,7.96,32.92,37.67,6.93,3.8,3.13,1.99,5.32,2.18,0.66,1.42,2.75,1.33,19.75,10.07,10.83,8.17,21.65,82567.5,10.54476,99.81,1141,71.51,28.49,7.71,533664,0,3.37,1387.57,50.67,47.200001,42.33,25.94,92.75,6.37,6.37,32.58,14.23,28.46,8.61,8.02,33.09971,,,,,15.70564,
2.50258093080965e+20,2005,4137,1495,32.31,10.13,9.94,38.93,28.18,2.88,2.14,5.55,5.55,6.22,6.35,5.62,1.94,4.68,4.68,9.63,10.23,12.31,12.24,9.97,71379.74,5.644769,98.6,1547,60.27,39.73,3.36,461942,0,3.7,1265.49,50.17,33.200001,38.86,37.2,89.32,9.52,13.76,35.8,13.4,16.75,7.05,2.45,41.69688,,,,,12.61784,
2.50258093080965e+20,2005,4461,1731,26.11,13.78,13.45,39.71,40,5.55,6.41,2.43,3.58,2.95,0.23,4.1,4.22,3.7,8.67,11.44,24.9,8.09,10.57,3.18,74126.54,10.7375,99.08,1885,59.91,40.09,8.17,433384,0,10.74,1308,48.27,35,48.75,18.72,82.81,3,9.32,33.65,15.64,21.17,6.48,2.9,48.66163,,,,,21.23084,
2.50258093080965e+20,2005,4827,2176,24.08,9.87,12.99,42.44,27.75,10.66,7.08,2.3,3.22,4.14,3.72,2.94,11.95,2.02,13.83,5.42,11.99,2.34,8.73,9.66,55401.43,13.17589,98.71,2218,50.23,49.77,1.89,353269,8.59,21.79,1237.15,65.93,36.400002,40.17,11.83,86.68,1.11,9.88,15.97,15.6,22.44,4.62,0.45,61.05241,,,,,33.37477,
2.50170038099999e+20,2008,3158,1135,35.31,5.03,27.27,73.27,76.35,2.56,3.35,1.59,4.32,0.97,0,0.88,1.67,1.59,3.17,10.93,9.78,6.61,10.4,42.2,135403.63,2.754908,0.62,1172,84.76,15.24,3.16,486214,18.5,16.76,734.27,23.200001,23.200001,15.38,6.24,92.79,27.75,7.51,6.36,5.78,6.94,10.4,3.51,50.34987,,,,,,3.753181
2.50170038099999e+20,2008,3529,1227,39.61,8.84,20.69,58.78,74.87,3.99,1.55,0.98,1.14,2.12,0.49,4.81,2.12,4.16,6.6,10.11,9.21,7.33,8.72,36.67,121390.89,2.38772,1.14,1227,83.7,16.3,0,559439,0,15,1253.41,25.299999,25.299999,41.97,3.8,90.51,0,7.5,28.5,8,24.5,16.5,1.89,62.65231,,,,,,3.230377
2.50170038099999e+20,2008,3560,1221,36.24,9.58,22.6,63.52,77.7,1.72,3.44,0.57,1.8,0.74,2.05,0,4.1,2.13,5.57,6.55,5.41,10.89,13.92,41.12,134246.17,1.994382,0,1255,87.14,12.86,2.71,450258,0,0,1191.8,30.1,30.1,22.56,5.08,88.87,0,17.83,44.59,15.92,11.46,10.19,2.54,57.86217,,,,,,4.669479
2.50170038099999e+20,2008,5697,2444,29.4,5.7,32.49,69.31,66.62,2.09,4.34,2.29,3.97,0.9,2.5,3.27,6.46,3.52,5.56,5.85,12.52,10.56,9.12,27.04,95166.24,4.651163,1.76,2604,55.77,44.23,6.14,481467,0,3.45,1220.08,26.799999,26.799999,29.13,4.62,84.7,4.2,14.47,33.52,19.42,18.86,6.07,2.5,74.88372,,,,,,11.19857
2.50170038099999e+20,2008,6033,2187,31.97,6.99,22.46,71.62,77.08,0.59,0.69,2.65,0.46,3.43,4.3,6.72,1.78,1.19,1.83,5.44,8.73,11.98,13.31,36.9,126377.26,2.13824,4.34,2216,86.28,13.72,1.31,484800,5.67,8.67,887.79,35,35,18.49,4.24,96.13,28,9.67,24.33,0,11.33,12.33,4.67,52.27726,,,,,,4.089096
2.5017016050164e+20,2008,3138,1382,27.72,7.2,23.25,72.25,68.92,3.76,1.81,0.58,4.78,0,1.23,2.17,1.59,0.58,4.49,14.04,14.54,18.6,17.22,14.62,101522.17,3.505417,1.66,1458,47.76,52.24,5.21,448339,0,1.29,1564.49,21.1,21.1,33.79,4.85,84.64,1.72,5.88,15.64,21.38,41.32,12.77,3.96,67.46336,,,,,,10.9624
2.5017016050164e+20,2008,4185,1742,23.66,4.94,20.41,67.72,71.18,2.76,1.78,1.78,4.54,2.35,2.99,4.31,1.66,6.37,4.94,6.72,14.29,12.46,4.71,28.36,93864.35,3.738318,1.38,1742,76.98,23.02,0,503182,0,0,1324.11,31.299999,31.299999,25.73,9.47,94.97,2.53,14.61,21.35,46.91,14.61,0,2.51,47.14004,,,,,,6.262327
2.5017016050164e+20,2008,4197,2040,26.9,7.12,14.57,68.83,76.56,6.42,2.99,2.84,1.27,2.45,0.59,3.19,1.67,5.64,5.34,16.57,6.42,12.65,5.34,26.62,79663.75,5.003574,3.63,2177,60.15,39.85,6.29,480255,1.05,4.19,1152.41,26.1,26.1,18.42,4.97,83.71,3.28,10.35,55.18,9.17,9.04,7.73,3.35,51.22882,,,,,,9.401097
2.5017016050164e+20,2008,4952,2302,26.05,3.88,26.63,53.55,48.24,3.04,3.39,4.13,4.52,4.34,5.86,3.95,5,0.52,4.43,15.07,13.77,9.38,6.43,16.16,69388.01,4.260905,2.26,2375,39.57,60.43,3.07,437431,0.68,4.83,1260.48,24,24,18.44,16.47,85.41,0,13.88,30.92,23.68,20.36,5.66,1.16,71.81561,,,,,,14.39547
2.5017016050164e+20,2008,6176,2993,21.23,5.95,22.31,66.04,70.3,10.06,3.54,1.54,2.14,3.17,2.21,2.27,7.08,1,5.65,11.03,16.34,10.89,5.91,17.17,76499.42,10.13601,2.07,3201,31.97,68.03,6.5,520958,0.8,0,1490.76,24.799999,24.799999,19.33,9.82,83.7,1.46,7.03,19.54,23.46,25.11,22.6,4.47,75.16669,,,,,,13.4656
2.5017016050164e+20,2008,6565,2967,25.13,7.56,25.87,69.51,63.65,3.51,4.11,3.24,4.92,3.27,3.03,0.67,3.3,1.65,6.81,8.9,15.77,7.62,7.08,26.12,87341.77,5.982906,0.61,3131,65.18,34.82,5.24,549945,6.68,17.68,1277.65,25.9,25.9,26.47,2.59,89.41,10.48,9.46,4.73,16.44,23.02,11.51,4.81,56.82203,,,,,,7.598831
2.5017016050164e+20,2008,6653,2841,28.21,7.43,22.49,63.79,59.46,3.03,4.19,3.87,4.29,2.89,3.06,0.49,2.5,1.72,4.96,6.51,17.49,12.46,10.1,22.42,92875.56,2.165739,0,2922,75.82,24.18,2.77,471771,17.09,14.72,1279.67,25,25,27.02,5.06,93.67,2.37,0,13.45,34.34,15.51,2.53,4.74,54.02679,,,,,,6.292338
2.5017016050164e+20,2008,7086,2820,28.35,9.52,17.15,66.75,61.34,1.17,1.67,2.38,3.94,1.84,1.21,4.26,0.53,3.09,1.45,10.28,12.66,12.02,9.22,34.29,113063.44,1.185436,0.71,2923,82.3,17.7,3.52,524897,6.41,4.61,1294.82,19.799999,19.799999,25.33,3.15,94.41,0,3.41,32.67,22.65,18.44,11.82,3.68,41.01369,,,,,,3.17662
2.50170195599999e+20,2008,3066,1066,28.9,2.98,8.93,39.55,27.68,2.63,1.97,2.25,3.19,5.53,4.13,3.38,2.25,6.29,6.66,11.35,17.26,13.6,5.72,13.79,76189.35,3.522505,3.94,1157,95.59,4.41,7.87,264216,0,0,1277.65,30.299999,30.299999,32.48,5.69,92.39,36.36,0,11.36,38.64,13.64,0,0.99,41.03066,,,,,,4.500978
2.50170213099999e+20,2008,2435,1038,32.48,4.96,14.88,41.92,51.94,6.17,0,3.08,5.3,8.67,2.22,7.9,5.01,2.41,7.23,4.91,11.95,13.2,6.65,15.32,68059.86,10.51335,0,1087,62.33,37.67,4.51,343400,0,10.23,1297.85,46.900002,46.900002,42.04,6.96,93.45,0,13.3,20.2,44.76,9.46,2.05,1.12,58.64198,,,,,,2.345679
2.50170213099999e+20,2008,6662,2423,34.94,10.28,14.37,52.88,58.07,2.97,1.49,2.19,3.3,3.22,3.3,1.32,1.16,2.52,6.6,7.22,11.18,10.73,8.05,34.75,111292.91,2.350814,1.73,2440,82.34,17.66,0.7,445208,0,42.29,751.44,25.4,25.4,21.8,2.86,94.23,8.18,11.21,20.09,8.88,9.35,0,2.66,48.0441,,,,,,3.957106
2.50170213099999e+20,2008,7490,3051,27.36,9.09,24.4,53.26,53.09,3.44,1.25,3.34,2.52,4.16,1.97,2.46,4.79,1.57,2.85,9.14,14.16,14.19,11.14,23.01,97854.86,4.168901,1.34,3051,87.15,12.85,0,320170,0,2.3,1445.31,23.9,23.9,28.85,4.63,87.32,0,9.95,22.96,20.41,17.35,27.04,2.37,56.31523,,,,,,11.53332
2.5017030050304e+20,2008,2693,1190,27.55,4.11,13.38,41.34,28.85,2.27,9.41,14.71,4.12,4.62,4.12,2.94,9.24,1.18,5.97,8.32,4.37,10.84,8.4,9.49,42748.25,15.84494,0,1394,41.85,58.15,14.63,325422,2.02,6.65,941.32,48.299999,48.299999,38.35,4.82,83.77,30.2,17.49,15.32,1.88,8.53,17.92,1.93,63.15393,,,,,,16.25894
2.5017030051684e+20,2008,466,64,14.38,0,10.08,57.14,46.85,0,0,0,0,18.75,0,0,0,20.31,0,35.94,25,0,0,0,62072.58,51.89573,0,64,100,0,0,320574,,,,,,60.94,0,63.3,,,,,,,0,79.55801,,,,,,0
2.50170300599999e+20,2008,4321,1831,25.57,5.64,16.07,46.94,40.4,3.77,9.56,0.82,0.55,2.18,2.24,5.52,5.79,5.95,9.45,10.1,7.81,12.02,7.65,16.6,67291.25,7.676056,0.87,2013,68.87,31.13,9.04,289567,2.4,9.41,1017.07,30.200001,30.200001,26.57,2.22,87.01,11.62,25.65,32.66,6.64,11.62,0,7.21,60.58685,,,,,,12.15962
2.50170461599999e+20,2008,6329,2304,30.42,6.37,28.05,69.25,62.16,1.43,3.39,3.47,3.73,2.04,1.35,2.56,1.87,4.95,6.03,5.21,15.06,10.11,3.86,34.94,97374.1,5.654008,1.35,2404,71.05,28.95,4.16,519443,6.9,6.9,1391.78,32.099998,32.099998,22.11,9.16,91.35,4.35,7.05,18.44,12.44,14.24,29.69,0.42,63.11141,,,,,,12.27921
2.50170461599999e+20,2008,7078,2591,31.82,4.48,25.26,62.31,63.5,1.24,3.59,0,2.78,2.28,1.2,1.62,1.54,6.75,4.86,8.68,10.96,9.03,7.02,38.45,109926.38,4.7428,1.2,2753,74.14,25.86,5.88,544693,1.56,0,1583.68,29.9,29.9,23.43,5.47,88.37,0,0,15.71,27.68,37.17,17.88,5.73,55.8794,,,,,,7.336683
2.50170507005105e+20,2008,2238,911,30.56,6.88,13.15,72.91,73.89,1.87,0,1.21,0.77,4.17,2.74,0.66,3.29,0,4.06,9.44,16.36,13.83,10.76,30.85,108456.83,2.242152,1.32,932,59.5,40.5,2.25,677912,2.1,5.09,1648.32,22.6,22.6,21.59,6.09,83.32,0,10.78,2.1,17.37,47.6,14.97,2.65,54.02865,,,,,,7.923008
2.50170507005105e+20,2008,2358,1008,27.74,10.16,25.08,67.78,68.48,4.86,1.98,2.48,2.68,4.66,2.88,0,1.59,1.09,7.94,7.94,13.69,19.25,10.12,18.85,96791.33,6.884828,1.59,1063,56.55,43.45,5.17,446420,0,0,1634.18,28.700001,28.700001,20.7,2.81,79.59,2.15,2.86,18.62,14.08,52.03,10.26,0,68.5369,,,,,,13.55201
