tractid90,totalpop,households,pcthhchild,pctind_finance,pctind_professional,pctocc_profmanage,pctcollege,pctinc_0_5K,pctinc_5K_10K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,pctinc_50K_55K,pctinc_55K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_more,medhhincome,pctpoverty,pctpublicassist,units,pctown,pctrent,pctvacant,medianvalue,pctrent_0_300,pctrent_300_600,pctrent_600_750,pctrent_750_1000,pctrent_1000_more,medianrent,pctincomerent_30_more,medianpctincomerent,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,pctsameres,pctunits_newres
"25017353400",2303,936,27.31,3.59,46.45,37.13,47.18,.77,1.21,3.83,3.51,1.98,3.4,6.91,7.68,7.57,8.88,9.32,7.79,9.98,13.71,4.61,3.95,5.04,52158,9.83,4.06,977,20.13,79.87,3.38,296766,6.23,8.75,9.15,15.38,59.28,1130,45.1,27.799999,9.8,7.84,51.63,50.85
"25017353500",2391,1164,23.96,5.81,47.59,46.54,47.75,2.19,2.52,5.13,6.23,7.82,3.53,4.63,7.32,5.8,3.61,1.85,2.94,12.03,10.6,5.05,5.05,13.54,51602,10.92,10.68,1264,29.15,70.85,8.54,391411,11.36,13.92,11.6,19.54,42.12,904,38.46,25.299999,14.85,8.91,50.13,51.82
"25017353600",4716,1644,9.8,3.88,63.43,63.09,84.19,1.29,1.36,2.16,2.53,3.89,5.11,5.61,5.98,4.01,2.71,3.39,5.8,7.21,15.35,9.31,4.99,19.11,72016,6.93,1.05,1711,27.86,72.14,3.92,712952,1.85,7.17,13.32,22.34,53.54,1046,35.33,24.700001,36.36,0,30.15,56.87
"25017353700",5323,1753,5.96,4.24,67.78,46.42,67.28,2.4,2.51,3.48,3.54,3.93,3.88,4.34,6.05,5.82,5.53,4.79,5.71,12.39,13.53,7.36,4.45,10.27,58367,9,3.31,1823,23.96,76.04,3.84,488194,4.8,10.95,16.73,28.13,38.78,850,33.39,23.299999,42.68,0,23.36,63.04
"25017353800",4395,2660,8.17,8.62,56.42,61.72,74.67,1.88,2.04,3.17,3.17,3.02,3.43,4.52,5.17,3.92,4.87,4.26,4.79,14.7,16.21,8.59,5.24,11.08,65775,8.77,3.92,2848,25.11,74.89,6.6,506196,2.56,7.78,13.5,22.64,51.36,1007,36.39,24.200001,32.67,5.94,39.21,63.31
"25017353900",5481,1169,5.53,2.19,67.44,40.85,78.56,6.06,6.23,7.29,6.94,4.83,3.78,5.36,3.86,4.57,5.09,2.99,3.42,11.85,11.41,5.53,5.71,5,45832,21.18,3.6,1228,8.3,91.7,4.8,416542,5.04,7.65,8.58,14.46,63.43,1264,49.53,32.799999,40,0,11.07,74.6
"25017354000",4473,2058,7.22,8.22,59.62,65.2,81.16,2.28,2.42,3.53,3.24,3.1,4.41,3.44,2.77,2.71,5.52,4.22,5.91,12.31,11.87,8.38,4.89,18.94,65367,8.81,1.45,2147,34.45,65.55,4.15,835223,3.41,8.97,14.6,24.46,45.14,948,32.55,22.299999,0,12.58,33.39,55.73
"25017354100",2883,1569,12.17,10,58.78,67.57,78.13,2.47,2.47,2.35,2.35,2.22,2.42,2.99,3.87,3.62,3.17,3.24,2.28,14.21,11.99,7.74,6.41,26.14,79350,5.33,2.86,1694,44.3,55.7,7.38,891192,3.66,9.61,15.68,26.32,39.02,938,30.67,21.9,16.48,4.55,44.37,58.06
"25017354200",3110,1322,22.35,10.11,58.24,74.23,82.78,1.5,1.43,.83,1.28,2.48,1.96,1.96,2.03,1.43,1.35,2.41,1.73,5.26,8.12,11.2,10.68,44.51,134020,4.25,2.03,1388,68.23,31.77,4.76,891192,.71,3.1,5.48,9.29,75,1642,22.86,22,19.62,9.81,66.31,34.04
"25017354300",3451,1475,25.93,6.44,48.42,47.53,39.49,2.1,2.24,3.59,3.73,3.6,3.73,5.56,5.02,3.53,5.9,4.88,3.19,7.94,12.21,10.79,7.6,14.31,65611,9.21,5.97,1526,36.68,63.32,3.34,427949,7.71,10.81,11.03,18.52,49.79,1028,36.62,25.9,15.98,3.55,55.95,45.89
"25017354400",1740,766,24.59,6.57,52.05,57.37,61.3,.82,1.23,4.23,3.54,1.36,2.86,2.19,1.64,2.05,2.31,4.37,4.09,15.96,10.91,12.41,8.32,21.69,83786,7.34,3.68,827,44.43,55.57,2.3,587472,0,4.01,9.13,15.37,69.04,1308,38.97,26.700001,10,0,58.83,46.66
"25017354500",2427,1256,16.55,10.21,59.17,68.44,79.59,2.78,2.62,1.78,2.24,3.93,4.39,3.09,3.63,2.62,3.63,3.94,6.4,13.04,10.65,8.33,6.64,20.37,68997,8.13,3.32,1284,32.29,67.71,5.45,891192,4.74,9.73,13.99,23.6,46.35,888,31.88,22.299999,6.21,3.39,52.64,45.55
"25017354600",4037,1827,24.62,6.7,45.57,52.49,46.76,1.98,2.15,3.47,4.19,5.13,2.92,4.02,5.07,5.24,4.91,2.7,5.51,11.96,14.06,9.7,4.47,12.46,63530,7.3,5.24,1898,31.14,68.86,3.74,432405,5.72,10.33,13.75,23.05,45.47,991,27.74,22,12.62,2.91,58.29,41.71
"25017354700",2189,1002,22.16,6.06,50.07,52.99,59.92,1.56,1.77,3.65,3.76,3.13,2.19,2.81,2.71,1.78,.73,1.67,3.13,15.33,14.08,14.39,9.91,17.41,86542,4.56,6.47,1069,38.26,61.74,5.61,511543,9.15,10.11,6.74,11.24,62.76,1148,14.13,21.4,56,0,41.65,56.49
"25017354800",1971,954,19.95,4.12,45.91,47.47,53.82,1.31,1.42,2.73,3.04,3.54,3.23,4.55,4.65,5.26,3.44,3.13,5.26,6.47,12.23,14.76,11.12,13.75,81266,4.94,2.63,991,38.75,61.25,4.44,354337,6.72,9.83,10.69,17.93,53.62,1053,31.72,22.200001,34.58,0,50.32,48.36
"25017354900",5004,1988,34.05,5.95,35.03,28.23,27.83,4.93,4.88,4.59,5.33,6.86,4.79,4.53,4.84,4.69,4.73,3.95,4.83,8.04,14.26,7.55,5.62,5.57,49806,15.69,14.85,2059,26.13,73.87,4.08,309421,15.76,17.61,12.27,20.63,32.83,822,34.89,24.9,25.21,0,54.58,53.36
"25017355000",2514,1181,19.78,7.29,37.7,39.03,33.92,2.8,3.32,7.43,6.91,4.72,4.81,5.51,3.76,4.2,2.71,2.01,1.66,8.57,16.89,7.35,6.04,11.11,60030,11.74,6.65,1272,37.35,62.65,6.13,383925,12.75,14.11,9.63,16.01,45.86,955,36.5,26,0,0,59.79,42.79
"25017356100",3314,1368,26.01,5.22,34.11,37.15,38.34,1.46,1.6,2.69,2.76,3.35,4.44,3.64,2.98,4.08,3.86,3.06,2.11,9.75,20.09,13.03,8.3,12.95,80954,4.86,4.44,1408,42.91,57.09,2.84,297301,.38,2.69,5.51,9.35,81.43,1453,21.12,22,10.81,0,60.15,42.47
"25017356200",5184,2417,21.53,6.92,40.15,44.72,43.86,2.03,2.19,3.64,3.39,2.52,2.4,2.73,3.18,2.32,4.39,4.8,6.33,11.17,17.87,9.18,7.78,14.07,73477,4.32,5.25,2502,33.02,66.98,3.4,345069,.74,3.15,5.99,10.07,78.44,1365,37.62,25.799999,21.43,9.69,59.59,48.16
"25017356300",5363,2346,27.63,7.02,35.98,38.43,34.98,1.28,1.7,4.76,4.76,3.87,2.04,3.15,3.74,4.59,5.27,2.38,5.44,16.67,15.1,10.25,8.25,6.76,65910,8.63,6.17,2417,41.86,58.14,2.94,326354,3.96,5.65,5.94,9.97,73.09,1257,32.55,25.700001,9.63,9.4,59.56,44.33
"25017356400",7579,2789,34,9.15,33.05,42.56,37.51,1.18,1.47,3.73,3.51,2.47,2,2.55,2.9,2.33,1.58,1.11,1.04,6.63,14.18,17.41,10.14,25.82,103944,2.24,2.61,2853,82.32,17.68,2.24,401927,9.33,8.32,2.43,4.06,71.81,1481,35.9,22.9,16.56,6.73,78.1,24.13
"25017356500",6948,2795,30.84,8.27,36.64,39.8,38.03,1.55,1.98,5.29,5.11,3.71,2.02,2.12,2.63,2.34,2.77,2.59,4.21,9.55,16.75,12.5,9.19,15.74,78905,5.76,5.73,2862,68.75,31.25,2.38,340969,15.58,12.94,1.6,2.75,65.86,1315,37,25.5,14.54,8.23,67.76,35.57
"25017356600",8686,3719,26.27,8.55,40.77,52.44,49.25,1.53,1.61,2.2,2.31,2.6,2.71,2.84,3.08,2.46,3.24,2.01,2.87,10.4,20.74,11.84,9.57,18.06,84883,4.48,3.19,3862,62.65,37.35,3.7,378577,1.8,3.6,5.11,8.64,79.7,1330,42.05,26.4,11.71,5.09,61.2,42.64
"25017356700",7559,3386,23.75,12.11,37.98,48.38,46.04,1.38,1.82,5.34,4.96,3.87,3.55,1.55,1.91,1.79,3.06,4.05,3.96,7.63,16.41,11.36,8.28,19.05,82611,3.41,4.26,3517,53.63,46.37,3.72,427236,10.57,10.13,4.33,7.26,66.5,1349,31.98,24.700001,16.21,7.67,61.79,41.4
"25017357100",4119,1651,30.06,10.97,43.29,53.14,51.94,.93,1.11,2.28,2.16,2.22,3.4,2.48,2.41,2.22,1.24,1.85,2.29,5.44,11.68,9.33,11.5,37.39,121031,1.09,2.35,1715,72.2,27.8,3.73,508869,0,0,0,0,95.21,1585,49.9,31.700001,10.31,8.44,75.32,27.08
"25017357200",3193,1144,32.26,8.07,43.19,55.38,59.53,.26,.44,1.4,1.58,2.02,1.32,.96,.96,.79,1.14,1.23,2.99,8.08,16.51,9.31,9.04,41.88,125744,3.41,1.67,1172,79.63,20.37,2.39,583908,2.58,3.43,3.43,5.58,81.97,1617,31.33,23.1,11.59,6.17,64.56,34.18
"25017357300",2939,1272,22.41,12.02,40.14,54.61,55.62,1.01,1.09,1.86,2.02,2.02,2.09,3.03,1.32,1.71,3.18,2.8,3.57,10.18,20.59,16.47,11.97,15,92636,2.74,3.89,1353,39.94,60.06,3.4,473400,.76,2.04,3.18,5.48,85.86,1624,26.24,23.299999,19.34,10.29,49.7,52.34
"25017357400",2411,906,32.27,9.31,44.54,57.38,60.76,1.37,1.37,1.36,1.02,.57,1.14,.8,1.37,.34,2.05,1.14,2.74,7.53,15.75,17.58,11.64,31.96,113322,2.67,2.28,893,66.48,33.52,2.46,584620,0,1.03,2.05,3.77,88.7,1784,38.35,24.6,13.21,8.36,70.69,31.11
"25017357500",2209,883,27.78,7.19,43.72,55.89,58.52,3.09,2.76,.77,.99,1.54,.88,.77,2.1,2.32,3.54,2.87,2.43,11.38,16.02,12.82,10.28,25.52,97444,4.67,4.53,906,54.57,45.43,2.1,492115,1.74,2.73,2.98,4.96,85.61,1652,31.01,24.299999,21.61,0,68.3,39.35
"25017357600",2476,1025,26.34,7.19,38.07,49.26,42.79,2.04,2.14,3.02,3.89,5.15,2.72,3.5,1.55,2.33,3.4,2.53,2.14,8.75,22.08,13.42,6.23,14.98,81343,5.39,2.14,1056,43,57,3.31,352555,.69,3.26,6.36,10.65,77.66,1447,35.39,24.1,9.6,17.6,59.69,54.46
"25017357700",3573,1386,23.71,7.72,38.16,47.83,47.78,1.45,1.96,5.65,5.14,3.91,4.92,4.27,4.7,4.41,3.62,2.53,2.61,8.98,10.5,13.18,5.87,16.29,65715,4.84,3.26,1442,38.89,61.11,3.88,428128,9.92,9.09,2.95,4.96,70.84,1367,33.41,24.4,11.27,16,55.59,42.42
"25017357800",3800,1397,29.63,12.25,44.54,52.02,61.74,.43,.65,2.25,2.17,2.25,3.26,2.46,2.02,2.03,1.15,.72,3.55,5.58,10.51,11.96,8.33,40.72,121111,5.21,1.96,1431,78.24,21.76,2.38,764463,6.58,8.22,6.91,11.84,60.53,1248,20.39,24,14.21,9.83,70.36,24.48
"25017358100",5071,1821,30.72,5.95,41.84,56.37,54.8,.61,.77,1.93,1.93,1.82,1.54,1.16,1.1,1.82,2.7,2.26,2.21,9.1,11.36,14.61,11.25,33.96,114694,3.16,1.49,1867,78.94,21.06,2.36,475182,.78,2.08,3.39,5.73,84.9,1645,37.76,24.799999,13.48,6.78,69.41,31.93
"25017358200",148,64,18.31,13.33,26.67,66.67,66.38,5.33,5.33,0,0,0,0,0,0,0,0,0,0,24,0,4,8,52,158589,5.63,0,61,100,0,0,588898,,,,,,0,,0,15.69,11.76,50.38,67.21
"25017358300",3887,1475,29.03,9.85,36.86,52.32,59.26,1.03,1.03,1.1,1.17,1.16,.75,.75,1.17,1.64,1.85,2.81,5,6.71,8.9,10.68,10.47,43.74,132675,1.78,1.64,1571,77.47,22.53,5.92,493006,2.14,2.14,.92,1.83,90.21,1784,43.42,24.6,22.07,3.65,60.67,38.29
"25017358400",4694,1726,29.72,6.81,40.77,56.41,62.58,.58,.81,2.62,2.5,2.21,2.03,1.51,2.5,1.22,2.32,2.44,2.27,6.04,9.76,8.31,9.94,43,129982,2.49,3.37,1753,82.97,17.03,1.54,556459,8.5,7.48,1.7,3.06,73.47,1579,43.2,29.1,17.64,4.52,70.34,31.17
"25017358500",4809,1585,31.25,8.01,41.87,52.59,50.66,.82,.95,1.96,1.83,1.39,1.95,1.83,2.08,2.33,1.2,2.15,2.27,4.23,9.21,9.34,10.98,45.43,138728,3.65,3.22,1625,84.16,15.84,2.46,526515,9.7,8.86,2.95,5.06,68.35,1702,21.1,21.200001,18.37,4.82,66.8,30.6
"25017358600",5706,2105,31.74,7.54,39.58,56.98,59.02,.19,.57,3.69,3.17,.9,.62,2.03,2.13,1.75,3.36,2.37,1.04,7.15,12.49,12.92,11.93,33.6,115481,2.45,4.97,2167,77.2,22.8,2.86,463240,9.91,9.25,3.08,5.29,70.7,1520,42.95,26.700001,19.12,3.89,64.45,33.39
"25017358700",4655,1737,28.89,7.62,41.45,62.87,66.24001,.57,.57,.46,.8,1.77,1.43,1.6,2.12,2.64,1.2,1.66,1.55,6.07,7.45,12.38,10.66,46.99,141187,2.06,1.83,1797,91.59,8.41,3.34,527050,0,0,0,0,95.21,1784,40.41,28,14.37,4.88,64.34,31.55
"25017359100",5629,1917,25.72,6.18,38.48,47.7,41.46,1.03,1.19,2.23,2.23,1.92,1.08,1.09,1.5,2.22,3.46,2.74,3.31,7.14,10.61,11.9,11.54,34.76,116993,1.59,4.66,1981,72.86,27.14,3.28,412264,8.37,8.98,5.31,8.78,65.71,1388,31.83,23.6,13.29,2.91,67.53,36.53
"25017359200",14,5,61.11,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,91586,0,0,6,100,0,0,401035,,,,,,0,,0,0,0,100,0
"25017359300",7353,2557,32.45,6.24,32.59,39.96,43.92,1.23,1.23,1.16,1.46,2.04,1.08,1.16,2.24,2.93,2.11,3.15,3.38,10.5,14.58,13.54,9.92,28.31,102510,1.81,2.81,2615,70.12,29.88,2.22,390519,.54,1.74,2.95,4.83,68.72,1472,31,27.799999,19.57,3.51,60.39,42.39
"25017360100",3151,888,44.14,5.92,31.18,34.74,40.32,.46,.35,0,.23,1.27,3.6,4.06,4.64,5.11,4.88,6.74,12.08,14.75,18.93,10.34,7.32,5.11,66472,.42,2.67,893,0,100,.56,0,.23,.81,1.5,2.54,25.9,1449,8.67,19.4,,,12.26,92.9
"25017360200",4515,1744,29.06,8.8,41.95,62.21,69.32,.17,.34,1.5,1.21,.86,1.67,.86,.98,1.55,1.38,2.07,2.07,6.14,11.37,7.52,8.38,51.84,152382,1.64,.98,1821,80.5,19.5,4.23,741648,0,4.32,10.3,16.94,61.46,1239,37.54,26.4,19.43,4.73,65.69,29.81
"25017361100",6461,1974,21.78,10.1,34.42,52.76,50.76,.41,.46,.55,1.06,2.38,2.48,3.19,2.78,1.67,.97,.86,1.27,5.67,13.52,11.9,10.73,40.1,124797,1.96,1.32,2026,80.52,19.48,3.46,528119,0,1.69,4.23,6.76,86.2,1784,38.6,24.9,13.57,1.16,55.66,35.17
"25017361200",4511,1597,34.52,5.79,33.51,52.55,57.02,.81,.93,1.92,1.98,1.61,2.17,3.34,.68,.56,2.29,1.98,2.73,5.45,6.88,11.77,11.03,43.87,133911,2.81,1.49,1693,75.48,24.52,4.61,504057,2.53,4.04,5.3,8.84,76.01,1520,45.7,26.700001,17.34,3.85,63.57,34.73
"25017361300",6097,2120,28.88,9.47,38.7,59.63,61.08,1.33,1.57,3.52,3.24,1.62,.33,1.14,1.95,1.57,1.28,2,2.05,3.9,10.76,9.67,7.57,46.48,138709,4.77,3.33,2191,77.45,22.55,3.47,619733,11.68,10.19,2.34,3.82,66.24,1469,31.42,25.4,17.09,3.07,56.92,38.44
"25017362100",4333,1457,34.96,7.27,38.85,64.02,66.38,.48,.55,1.31,1.31,1.03,.82,.96,.89,.96,.89,1.52,2.07,2.21,10.48,9.99,10.2,54.31,157781,1.37,2.41,1495,91.76,8.24,2.54,656629,14.55,13.64,6.36,10.91,53.64,1189,26.36,26.4,28.36,2.46,64.77,36.86
"25017363101",7909,2775,35.33,8,27.26,54.69,63.13,.29,.4,1.19,1.08,.9,1.55,1.55,1.47,2.09,1.87,1.55,3.2,9.35,12.08,10.79,10.5,40.2,124801,1.81,1.91,2890,78.92,21.08,3.98,459676,1.38,2.76,4.14,6.72,83.1,1415,35.86,25.4,21.17,1.67,63.01,40.46
"25017363102",3804,1680,25.44,8.28,24.58,49.81,55.61,1.31,1.31,1.5,1.26,.66,1.92,1.91,2.33,4.48,5.5,4.18,2.99,13.86,14.4,11.83,8.6,21.92,88768,4.6,1.79,1787,43.8,56.2,5.71,394797,1.38,2.33,2.97,4.98,86.64,1285,34.57,24.9,23.21,3.09,34.39,70.86
"25017363201",2824,1010,34.49,6.75,31.61,54.49,60.21,.78,1.17,3.98,3.69,1.75,.87,1.95,1.36,1.46,.77,2.24,1.94,7.29,8.55,11.66,11.27,39.36,124495,2.95,3.01,1040,78.91,21.09,2.88,415829,15.96,14.08,3.76,6.57,59.15,1155,42.73,26.5,19.83,1.24,60.89,43.86
"25017363202",3342,1137,37.04,4.92,32.29,55.22,54.44,0,.18,1.28,1.1,.64,1.64,1.91,2.19,2.46,3.01,2.92,2.83,4.56,10.12,12.03,14.59,38.56,127563,.18,1.37,1181,82.32,17.68,3.73,416899,0,2.56,6.15,10.26,75.9,1273,33.33,25.1,21.51,1.48,64.5,36.59
"25017364100",10325,4051,31.6,5.55,21.16,34.05,28.47,1.47,1.67,3.22,3.37,3.83,3.98,3.37,3.02,2.8,3.02,3.56,3.46,8.75,15.18,12.48,10.17,16.58,81259,5.57,3.69,4211,64.85,35.15,3.8,301044,7.09,9.34,8.78,14.75,56.6,1125,29.29,24.299999,20.7,5.27,57.29,46.53
"25017365100",5869,1875,38.25,7.88,33.83,59.06,65.78,.7,.64,.22,.32,.86,.86,.7,1.45,1.56,1.39,1.45,1.02,4.57,8.65,10.42,9.94,55.24,160722,1.67,1.5,1932,95.04,4.96,2.95,589076,0,4.41,8.82,16.18,64.71,1645,25,20,18.4,1.28,67.77,30.35
"25017365201",4893,1709,34.5,5.1,30.64,55.22,63.33,1.18,1.12,1.06,1.12,1.12,1.11,1.35,1.18,1.23,1.12,2.12,1.88,4.59,8.54,10.78,11.66,48.76,145314,1.78,2.06,1743,90.7,9.3,1.95,473935,23.61,18.75,.69,1.39,43.75,945,29.86,27.1,23.85,1.65,69.56,32.48
"25017365202",3596,1178,38.26,7.78,31.07,56.34,59.09,1.3,1.3,1.22,1.65,2.86,1.91,1.13,1.47,1.82,1.12,1.9,1.82,2.25,10.3,10.74,11.69,45.8,140558,.96,4.76,1200,83.02,16.98,1.83,530258,17.95,15.38,3.59,5.64,48.21,1107,38.97,28.6,25.77,1.87,67.63,31.33
"25017366100",4486,1644,33.21,5.98,31.02,41.09,41.36,.91,1.16,3.1,2.98,2.31,2.07,2.01,2.5,3.29,2.62,1.7,2.49,7.3,16.36,10.89,12.1,26.28,98094,3.18,3.28,1701,79.95,20.05,3.53,393728,16.72,14.89,4.56,7.6,49.54,1087,29.49,25.4,20.46,3.6,73.08,29.07
"25017366200",7388,2566,33.29,10.26,39.62,59.07,70.09,.75,.67,.32,.24,.39,.79,.2,.4,.67,.86,1.49,3.19,5.47,8.22,9.44,9.99,56.98,170262,.81,.51,2678,94.67,5.33,4.03,590324,0,1.54,3.08,4.62,73.85,1784,26.16,22.5,14.21,1,71.89,23.78
"25017367100",3547,1237,30.28,12.89,38.18,61.82,69.33,.64,.72,1.28,1.28,1.28,1.28,1.36,1.52,1.2,.88,.88,2.72,4.57,8.25,8.97,9.46,53.61,159346,4.14,2.08,1286,89.17,10.83,3.81,756442,0,2.99,6.72,11.94,63.43,1732,32.84,19.700001,19.62,3.54,73.24,23.12
"25017367200",6653,2113,28.36,16.2,41.09,56.29,67.50999,1.6,1.55,.94,.99,.99,.71,1.22,1.6,2.02,1.46,2.21,1.31,3.99,6.06,8.22,5.82,59.2,193123,3.28,1.64,2222,85.28,14.72,4.91,891192,3.58,3.58,2.15,3.23,79.57,1784,40.5,28.700001,18.46,5.65,63.65,26.97
"25017368101",5568,2017,28.41,7.91,27.18,38.26,32.78,1.04,1.04,1,1.44,2.33,1.34,1.49,1.2,1.59,2.38,3.33,2.48,14.25,16.24,14.05,13.21,21.65,97895,2.39,2.18,2133,63.31,36.69,5.44,323502,0,.41,1.08,1.76,96.76,1700,29.46,25.6,19.29,2.71,54.68,46.56
"25017368102",3730,1285,33.06,7.02,21.58,24.08,22.14,.94,.94,1.26,1.18,.86,1.41,3.07,4.56,2.99,.86,2.83,3.86,8.58,20.61,14.24,11.88,19.91,94284,2.88,3.78,1332,82.41,17.59,3.53,313164,0,2.65,5.75,9.73,82.3,1390,34.95,26.9,21.1,2.86,64.26,35.33
"25017368200",4141,1430,35.28,8.55,28.54,29.16,24.51,1.05,1.33,3.57,3.22,2.24,3.64,3.71,2.87,3.08,4.48,3.22,2.45,11.9,15.61,14.35,10.57,12.81,78948,6.67,6.44,1463,70.21,29.79,2.26,344177,13.62,13.38,6.34,10.56,56.34,1109,22.54,22.200001,15.96,7.81,69.42,28.32
"25017368300",4160,1845,23.08,8.04,31.88,32.15,26.67,1.35,1.84,5.53,4.99,2.5,2.06,3.57,3.04,4.44,5.31,3.41,4.17,16.63,17.82,9.8,6.88,6.61,66220,8.46,7.04,1932,27.97,72.03,4.5,320828,4.44,6.77,7.67,12.94,67.49,1185,35.36,24.5,9.97,0,51.16,56.21
"25017368400",8306,2490,17.24,4.81,42.93,31.24,35.57,2.06,2.18,3.26,3.26,2.74,2.42,3.34,3.61,5.15,5.6,4.48,3.49,12.3,16.15,10.24,7.5,12.26,69305,8.85,5.04,2609,40.12,59.88,4.56,336157,3.42,5.97,7.71,13.01,69.01,1299,37.29,24.9,15.16,5.71,36.62,53.93
"25017368500",2635,1268,16.4,6.54,23.14,22.29,20.57,3.65,4.01,6.64,6.57,5.25,2.85,3.5,5.4,7.3,7.67,5.47,4.96,14.38,11.53,5.4,3.14,2.26,48220,12.87,10.8,1363,10.52,89.48,5.14,295519,7.69,10.98,11.58,19.45,50.3,1025,36.04,26.6,0,30.19,41.69,61.18
"25017368600",5364,2252,25.39,9.65,26.55,29.49,26.02,2.01,2.2,3.69,3.74,3.79,4.45,5.19,3.79,4.12,5.89,3.51,3.79,13.01,17.88,8.52,5.24,9.08,63725,7.13,7.25,2379,23.48,76.52,6.39,344712,3.58,5.93,7.22,12.09,70.6,1230,37.91,24.9,17.46,3.97,48.26,57.61
"25017368700",2387,922,28.27,7.75,15.85,15.09,10.95,1.42,1.75,4.8,4.15,2.4,3.72,4.49,4.38,3.06,6.23,5.68,5.03,9.29,20,10.16,7.32,6.01,65314,7.28,5.46,1009,26.25,73.75,7.14,277338,4.49,7.38,8.97,15.05,62.66,1153,33.29,24.700001,16.81,0,48.55,47.6
"25017368800",4749,1946,26.72,9.04,18.4,25.73,16.08,2.02,2.39,5.3,4.83,3.58,4.42,4,4.21,4.78,4.15,4.36,5.56,12.05,17.91,7.89,4.1,8.52,60332,7.78,5.71,2011,34.85,65.15,3.98,333127,12.29,12.85,7.47,12.53,53.33,1078,32.45,24.4,17.32,5.15,53.95,50.75
"25017368901",6839,1681,17.4,9.82,31.79,32.96,39.21,1.35,1.35,1.22,1.65,2.94,2.15,1.35,2.58,2.58,3.38,3.5,5.46,9.52,18.35,12.83,11.11,18.6,90470,3.46,3.13,1762,68.05,31.95,4.6,394975,1.49,3.17,4.66,7.82,78.77,1462,27,23.5,18.89,7.07,38.73,46.11
"25017368902",2921,1428,20.93,7.69,30.77,29.9,27.58,1.84,2.06,3.19,3.4,3.41,2.83,5.18,5.88,5.1,4.11,4.47,3.69,15.25,15.82,10,5.96,7.8,65185,7.71,3.9,1501,20.98,79.02,6.33,406204,2.25,3.69,4.5,7.65,81.91,1390,44.64,28.700001,15.98,2.06,50.09,47.72
"25017369000",1327,219,8.09,7.58,26.52,47.22,20.83,2.83,2.83,1.62,1.21,0,.81,2.42,4.04,5.26,3.64,.81,7.29,23.08,10.93,12.96,10.12,9.72,68773,9.52,0,246,58.09,41.91,2.03,332948,0,1.98,3.96,7.92,86.14,1506,22.77,25.799999,35.9,0,49.96,59.75
"25017369100",5751,1945,28.2,8.75,31.22,36.04,24.82,1.34,1.34,1.44,1.96,2.95,1.29,3.46,5.63,4.24,3.72,3.41,3.26,10.29,13.86,12.77,10.24,18.77,85715,4.9,4.4,1983,77.69,22.31,1.92,348277,1.15,2.3,3,5.3,86.64,1337,42.4,27.799999,13.78,6.37,76.6,30.8
"25017370101",6898,2834,27.08,11.24,29.76,39.05,33.7,1.14,1.46,4.02,3.8,2.84,2.85,2.85,2.56,2.91,3.98,3.24,2.49,9.42,18.17,15.29,11.84,11.13,84637,4.27,3.34,2922,54.73,45.27,3.01,326710,9.66,9.43,4.29,7.25,66.33,1429,24.32,22.5,15.46,7.15,64.97,42.09
"25017370102",6496,2921,22.46,8.37,32.05,40.13,34.96,1.58,2.09,6,5.66,4.16,3.16,2.78,4.64,4.22,3.53,3.29,1.78,9.88,16.68,11.74,7.1,11.81,70359,8.37,6.76,3016,37.69,62.31,3.15,329205,7.38,7.27,3.42,5.73,75.59,1419,33.56,23.799999,8.26,12.95,58.13,47.11
"25017370200",8368,3426,25.02,10.06,41.47,54,52.76,1.3,1.39,2.15,2.3,2.57,2.18,1.83,1.83,2.45,2.45,2.66,2.93,7.63,18.06,15.08,10.17,23,97149,4.5,3.72,3536,55.43,44.57,3.11,420285,.85,1.83,2.69,4.58,86.64,1574,25.08,22.700001,9.81,5.75,60.81,41.69
"25017370300",6096,2725,22.06,6.86,33.31,39.78,36.94,2.31,2.61,4.73,4.66,3.96,3.68,4.04,4.11,3.2,2.68,3.27,5.14,11.09,12.96,12.16,7.71,11.72,67488,7.47,6.5,2917,37.21,62.79,6.58,326710,7.07,7.42,4.44,7.42,70.19,1356,39.98,26.799999,15.44,7.35,45.88,57.07
"25017370400",5426,2284,17.73,9.54,34.55,47.01,46.6,.87,.95,1.52,2.08,4.73,4.73,1.65,2.7,2.83,2.87,5.21,5.64,10.94,20.31,12.11,8.2,12.5,78884,3.88,4.21,2357,41.2,58.8,3.1,343108,.67,3.13,6.03,10.05,77.51,1460,30.23,22.700001,19.34,7.82,52.06,50.09
"25017373100",5003,1988,20.53,6.88,37.6,55.16,55.19,1.65,1.65,1.7,1.7,1.5,1.15,1.55,3.45,4.4,3,2.65,3.5,9.51,19.77,13.51,11.26,17.97,89942,5.25,2.55,2063,45.12,54.88,3.64,406204,1.19,2.38,3.39,5.68,86.43,1556,23.28,23,22.43,4.58,48.99,53.12
