tractid90,totalpop,households,hhfam,hhchild,pcthhchild,popu25,popuempl,ind_finance,ind_professional,pctind_finance,pctind_professional,occ_profmanage,pctocc_profmanage,inc_0_5K,inc_5K_10K,inc_50K_55K,inc_55K_60K,inc_60K_75K,inc_75K_100K,inc_100K_125K,inc_125K_150K,inc_150K_more,pctinc_0_5K,pctinc_5K_10K,pctinc_50K_55K,pctinc_55K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_more,medhhincome,publicassist,pctpublicassist,units,unitsocc,own,rent,pctown,pctrent,vacant,pctvacant,medianvalue,unitsrent,rent_0_300,rent_300_600,rent_600_750,rent_750_1000,rent_1000_more,pctrent_0_300,pctrent_300_600,pctrent_600_750,pctrent_750_1000,pctrent_1000_more,medianrent,medianpctincomerent,unitsmortgage,inc_mortgage_30_more,inc_nomortgage_30_more,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,popupov,poverty,pctpoverty,popu5,sameres,pctsameres,units_newres,pctunits_newres,college,pctcollege,inc_10K_15K,inc_15K_20K,inc_20K_25K,inc_25K_30K,inc_30K_35K,inc_35K_40K,inc_40K_45K,inc_45K_50K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,incomerent_30_more,pctincomerent_30_more
2.503e+10,6474,3619,2067,336,"5.19",4501,4675,674,2060,"14.42","44.06",2632,"56.3",151,145,106,107,271,431,292,201,1077,"4.16","4","2.92","2.95","7.47","11.88","8.05","5.54","29.69",82072,5,"0.14",4117,3619,1445,2174,"39.93","60.07",498,"12.1",891192,2119,11,57,112,188,1750,"0.51","2.62","5.15","8.65","80.5",1408,28.4,33,11,0,"33.33","0",5634,689,"12.23",6326,1794,"28.36",2587,"38.5232.96",3623,"41.3939.1",98,99,88,70,113,125,113,142,"1.381.32","1.381.35","1.411.02","0.771.16","1.321.79","1.851.6","1.571.54","1.652.26",910,"10.3531.51"
2.503e+10,4492,2708,1827,406,"9.03",3680,3062,665,1326,"21.72","43.31",2031,"66.33",70,67,115,116,194,318,218,180,816,"2.52","2.42","4.15","4.18","7","11.47","7.86","6.49","29.43",85606,9,"0.32",3075,2734,1034,1700,"37.82","62.18",341,"11.09",891192,1670,46,68,74,124,1357,"2.71","4","4.35","7.29","79.82",1488,29.1,142,48,10,"22.86","4.76",4489,319,"7.11",4396,1694,"38.54",1686,"36.4325.24",3110,"42.1542.36",45,42,51,88,84,90,102,177,"0.830.79","0.830.69","0.581.26","1.731.44","1.331.69","1.731.51","1.552.13","2.493.89",802,"11.4135.76"
2.503e+10,3469,2141,1247,263,"7.59",2330,2666,422,995,"15.83","37.32",1368,"51.31",69,73,55,126,199,269,202,108,248,"3.33","3.52","2.65","6.08","9.6","12.98","9.75","5.21","11.97",59629,63,"3.04",2386,2115,363,1752,"17.16","82.84",271,"11.36",832728,1752,95,112,89,149,1307,"5.42","6.39","5.08","8.5","74.6",1312,29.4,70,22,0,"27.16","0",3464,456,"13.16",3392,704,"20.75",1589,"41.9433.19",1691,"46.0126.57",102,100,66,41,97,128,114,72,"2.512.41","2.512.32","2.220.97","0.191.79","2.412.27","2.174.01","3.911.59","1.641.83",834,"10.5637.04"
2.503e+10,4831,2818,1703,243,"5.03",4115,3057,444,1421,"14.52","46.48",1861,"60.88",67,79,78,143,275,365,279,211,574,"2.36","2.78","2.74","5.03","9.68","12.84","9.82","7.42","20.2",75360,90,"3.17",3129,2818,639,2179,"22.68","77.32",311,"9.94",891192,2147,111,116,67,113,1740,"5.09","5.32","3.07","5.19","79.85",1597,28.4,10,0,0,"0","0",4469,559,"12.51",4733,1665,"35.18",2022,"32.0839.67",2546,"26.3235.55",172,154,80,78,80,65,51,93,"3.12.96","3.12.32","1.551.27","1.091.65","1.860.95","0.771.51","1.440.35","0.812.46",952,"13.4530.24"
2.503e+10,1956,1171,920,202,"10.34",1463,1304,146,448,"11.2","34.36",514,"39.42",17,24,62,84,122,201,86,61,112,"1.45","2.05","5.3","7.19","10.44","17.19","7.36","5.22","9.58",59857,64,"5.47",1283,1184,286,898,"24.16","75.84",99,"7.72",289637,898,50,80,94,157,517,"5.57","8.91","10.47","17.48","57.57",1094,25,10,0,10,"0","50",1954,187,"9.57",1905,915,"48.03",690,"26.4431.84",523,"26.259.5",71,62,31,32,36,48,49,72,"3.082.99","3.082.22","1.281.37","1.371.37","1.371.71","1.82.31","2.311.88","2.313.85",319,"6.4629.06"
2.503e+10,1628,949,943,292,"17.97",1224,935,92,208,"9.84","22.25",368,"39.36",28,33,37,29,80,106,56,27,51,"3.21","3.78","4.24","3.32","9.16","12.14","6.41","3.09","5.84",42577,69,"7.9",1022,944,162,782,"17.16","82.84",78,"7.63",623833,776,76,91,73,122,415,"9.72","11.64","9.34","15.6","53.07",1050,30.8,0,0,0,"0","0",1625,260,"16",1593,846,"53.11",552,"29.8728.6",410,"26.726.78",67,58,41,62,50,65,44,39,"3.893.78","3.892.75","1.63.09","4.242.86","2.293.44","3.553.89","3.671.37","1.722.75",399,"14.0736.96"
2.503e+10,3769,2144,1351,234,"6.2",3212,2140,561,629,"26.21","29.39",1343,"62.76",72,80,44,69,191,333,137,108,571,"3.23","3.59","1.97","3.1","8.57","14.94","6.15","4.85","25.62",76887,150,"6.73",2634,2136,608,1528,"28.46","71.54",498,"18.91",760898,1506,150,139,49,83,1085,"9.82","9.1","3.21","5.43","71.01",1624,29.4,19,0,0,"0","0",3454,446,"12.91",3668,1402,"38.22",1248,"28.2830.15",1778,"29.3326.03",141,117,38,52,93,91,30,60,"3.233.1","3.232.02","0.760.94","1.081.26","1.352.83","3.051.03","0.90.45","0.761.93",695,"8.4437.04"
2.503e+10,2316,1429,800,163,"6.97",1961,1763,328,565,"18.6","32.05",754,"42.77",34,40,64,80,193,149,154,105,61,"2.25","2.65","4.24","5.31","12.8","9.88","10.21","6.96","4.05",53971,82,"5.44",1559,1421,211,1210,"14.85","85.15",138,"8.85",0,1202,95,121,109,183,694,"7.85","10","9.01","15.12","57.36",1126,26.4,0,0,0,"NA","NA",2340,236,"10.09",2340,833,"35.6",912,"39.3424.84",907,"33.512.75",88,90,82,50,48,83,107,82,"2.982.85","2.982.98","3.122.32","1.861.46","1.331.86","1.923.58","3.653.45","3.182.25",517,"6.7835.95"
2.503e+10,2082,1206,1188,341,"16.63",1575,1397,327,321,"23.41","22.98",498,"35.65",33,34,55,58,157,136,84,96,138,"2.88","2.97","4.8","5.07","13.71","11.88","7.34","8.38","12.05",64253,32,"2.79",1369,1214,429,785,"35.34","64.66",155,"11.32",891192,776,37,58,67,112,502,"4.71","7.39","8.54","14.27","63.95",1249,26,7,0,0,"0","0",2050,235,"11.46",2010,952,"47.36",839,"37.2331.88",580,"24.0612.76",43,48,62,48,34,40,30,46,"1.921.83","1.922.27","2.792.62","2.451.75","1.481.48","1.42.1","2.010.61","1.052.97",320,"12.4828.28"
2.503e+10,401,0,0,0,"0",239,0,0,0,"NA","NA",0,"NA",0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA",0,0,0,0,"NA","NA",0,"NA",0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,"NA","NA",0,0,"NA",409,43,"10.51",0,"NANA",19,"2.515.44",0,0,0,0,0,0,0,0,"NANA","NANA","NANA","NANA","NANA","NANA","NANA","NANA",0,"NANA"
2.503e+10,1907,1029,904,205,"11.08",1602,1295,174,546,"13.44","42.16",737,"56.91",15,23,38,23,84,127,152,94,204,"1.42","2.18","3.6","2.18","7.95","12.02","14.38","8.89","19.3",82756,86,"8.14",1131,1018,435,583,"42.73","57.27",113,"9.99",438644,576,79,76,33,56,331,"13.55","13.04","5.66","9.61","56.78",1248,26.5,58,44,12,"48.35","13.19",1851,111,"6",1772,674,"38.04",753,"16.957.07",863,"25.9127.97",85,71,21,21,25,14,27,30,"4.073.97","4.072.65","1.140.85","0.661.32","1.510.85","0.660.66","0.761.8","1.611.23",183,"14.4116.98"
2.503e+10,1430,614,1229,606,"40.78",848,532,75,143,"14.1","26.88",143,"26.88",41,44,36,26,36,57,37,37,34,"6.91","7.42","6.07","4.38","6.07","9.61","6.24","6.24","5.73",36623,188,"31.7",674,625,135,490,"21.6","78.4",49,"7.27",254702,478,119,109,36,61,152,"24.29","22.24","7.35","12.45","31.02",590,22.9,25,0,6,"0","14.29",1486,361,"24.29",1368,923,"67.47",298,"18.7228.96",149,"12.974.6",65,54,13,21,45,26,3,19,"5.565.4","5.563.54","1.350.84","0.672.87","3.713.88","3.710.67","0.510","0.512.7",92,"5.113.67"
2.503e+10,2617,1172,1835,786,"29.6",1816,1468,168,518,"11.44","35.29",621,"42.3",38,43,39,36,86,162,143,121,125,"3.09","3.5","3.17","2.93","6.99","13.17","11.63","9.84","10.16",65754,116,"9.43",1313,1179,439,740,"37.23","62.77",134,"10.21",293736,740,114,109,44,74,399,"15.41","14.73","5.95","10","53.92",1087,28,92,27,16,"13.99","8.29",2655,445,"16.76",2482,1130,"45.53",672,"18.4938.51",765,"26.4915.64",85,75,39,42,68,47,38,44,"3.53.41","3.52.6","1.791.38","1.142.28","2.762.76","2.681.14","1.141.95","1.871.71",307,"12.8428.65"
2.503e+10,2233,949,1574,624,"29.52",1535,1098,150,339,"13.66","30.87",319,"29.05",28,31,23,30,87,112,121,68,98,"3.12","3.46","2.56","3.34","9.7","12.49","13.49","7.58","10.93",64801,46,"5.13",1024,948,285,663,"30.06","69.94",76,"7.42",404422,649,68,95,97,163,225,"10.26","14.33","14.63","24.59","33.94",904,21,69,21,0,"19.44","0",2114,189,"8.94",1933,1285,"66.48",410,"20.7822.47",455,"14.1415.5",60,56,31,18,36,48,27,25,"3.463.23","3.462.79","2.121.34","0.891.11","1.112.9","3.232.12","2.011","1.111.67",194,"7.0922.17"
2.503e+10,1320,588,994,389,"27.95",981,981,161,294,"16.41","29.97",357,"36.39",23,22,26,29,66,94,74,48,92,"4.07","3.89","4.6","5.13","11.68","16.64","13.1","8.5","16.28",85538,28,"4.96",634,577,322,255,"55.81","44.19",57,"8.99",248642,251,8,14,16,27,186,"3.14","5.49","6.27","10.59","72.94",1349,26.2,84,14,19,"7.11","9.64",1386,84,"6.06",1368,813,"59.43",277,"23.5724.44",427,"25.7917.74",19,15,2,5,0,11,23,16,"1.771.59","1.770.88","00.35","0.710.18","00","01.95","2.121.95","1.771.06",95,"7.8429.41"
2.503e+10,342,128,281,116,"33.05",244,220,57,36,"25.91","16.36",46,"20.91",4,4,6,1,11,18,23,12,15,"3.31","3.31","4.96","0.83","9.09","14.88","19.01","9.92","12.4",78540,0,"0",133,133,82,51,"61.65","38.35",0,"0",257376,51,0,3,7,12,29,"0","5.88","13.73","23.53","56.86",1077,13.4,15,0,6,"0","15.79",351,37,"10.54",319,236,"73.98",35,"8.2718.05",28,"6.155.33",6,5,2,4,2,3,0,6,"2.482.48","2.481.65","01.65","2.480.83","01.65","2.480","00","0.834.13",5,"09.8"
2.503e+10,1826,847,1223,428,"23.88",1430,1229,203,327,"16.52","26.61",497,"40.44",8,10,36,38,89,155,100,70,153,"0.95","1.19","4.27","4.51","10.56","18.39","11.86","8.3","18.15",79147,18,"2.14",858,798,426,372,"53.38","46.62",60,"6.99",291597,364,20,24,19,32,268,"5.38","6.45","5.11","8.6","72.04",1248,21.3,139,48,8,"21.15","3.52",1792,44,"2.46",1720,1094,"63.6",374,"13.6633.21",537,"30.566.99",27,25,21,25,13,18,29,27,"1.661.54","1.661.3","0.951.54","1.91.07","0.710.83","0.831.3","1.422.02","1.91.3",108,"8.8720.16"
2.503e+10,2873,1514,1722,745,"25.66",1980,1556,275,541,"17.67","34.77",742,"47.69",93,92,65,63,117,137,118,83,238,"6.18","6.12","4.32","4.19","7.78","9.11","7.85","5.52","15.82",55348,240,"15.96",1985,1563,135,1428,"8.64","91.36",422,"21.26",712952,1414,305,273,78,130,628,"21.36","19.12","5.46","9.1","43.98",799,23.2,44,23,0,"52.27","0",2893,567,"19.6",2727,1014,"37.18",1042,"27.4539.22",900,"23.8421.62",88,82,65,69,42,42,47,63,"2.992.86","2.992.46","1.992.33","2.532.06","1.860.93","0.732.06","2.061.06","1.42.79",409,"7.720.94"
2.503e+10,170,0,0,0,"0",82,0,0,0,"NA","NA",0,"NA",0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA",0,0,0,0,"NA","NA",0,"NA",0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,"NA","NA",0,0,"NA",174,8,"4.6",0,"NANA",7,"8.540",0,0,0,0,0,0,0,0,"NANA","NANA","NANA","NANA","NANA","NANA","NANA","NANA",0,"NANA"
2.503e+10,4069,1648,3200,1349,"33.15",2621,1483,152,294,"10.25","19.82",293,"19.76",70,86,66,38,141,239,119,47,31,"4.33","5.32","4.08","2.35","8.73","14.79","7.36","2.91","1.92",37219,364,"22.52",1789,1648,408,1240,"24.76","75.24",141,"7.88",213529,1224,267,257,111,187,402,"21.53","20.73","8.95","15.08","32.42",725,27,47,6,0,"6.19","0",4049,1008,"24.9",3752,2214,"59.01",669,"15.2325.36",253,"7.022.63",204,185,104,67,60,53,49,58,"6.446.19","6.445.01","3.652.78","2.291.86","1.612.1","2.171.11","1.111.92","1.861.73",485,"14.1125"
2.503e+10,4034,1549,3285,1274,"31.58",2467,1842,195,276,"10.59","14.98",336,"18.24",66,71,52,72,232,192,64,45,35,"4.3","4.62","3.39","4.69","15.1","12.5","4.17","2.93","2.28",42577,282,"18.36",1704,1549,432,1117,"27.89","72.11",155,"9.1",240978,1098,55,105,144,241,554,"4.92","9.4","12.89","21.58","49.6",991,27.4,40,10,26,"9.01","23.42",4034,752,"18.64",3713,1885,"50.77",837,"29.0524.98",242,"7.012.8",110,104,79,80,91,108,83,53,"3.653.52","3.653.12","2.62.54","2.472.73","2.83.12","3.123.91","3.781.63","1.631.82",456,"7.9732.86"
2.503e+10,1756,740,1320,715,"38.17",1091,530,15,104,"2.83","19.62",78,"14.72",70,79,22,12,12,30,13,14,19,"8.87","10.01","2.79","1.52","1.52","3.8","1.65","1.77","2.41",17489,284,"35.99",786,739,46,693,"6.22","93.78",47,"5.98",0,693,232,210,63,106,81,"33.48","30.3","9.09","15.3","11.69",389,26.7,0,0,0,"NA","NA",1849,802,"43.37",1661,870,"52.38",385,"19.6232.48",64,"4.950.92",151,128,60,66,24,29,32,28,"9.769.38","9.766.46","3.044.56","5.72.66","1.391.65","1.652.03","2.032.03","1.91.65",185,"9.3817.32"
2.503e+10,2103,978,1466,434,"21.85",1417,1001,102,171,"10.19","17.08",163,"16.28",40,46,38,58,91,85,42,8,4,"4.29","4.94","4.08","6.22","9.76","9.12","4.51","0.86","0.43",38676,82,"8.8",1067,979,212,767,"21.65","78.35",88,"8.25",175030,761,128,128,64,108,332,"16.75","16.75","8.38","14.14","43.46",930,29.1,5,5,0,"14.71","0",1986,360,"18.13",1846,957,"51.84",512,"25.0327.27",107,"5.012.54",99,92,59,48,45,63,74,39,"5.365.26","5.364.51","3.542.79","2.252.9","3.111.72","1.395.36","5.362.58","2.361.82",330,"7.7235.47"
2.503e+10,1612,624,1260,484,"29.95",1042,902,98,103,"10.86","11.42",97,"10.75",14,15,40,6,88,87,39,20,14,"2.14","2.3","6.13","0.92","13.48","13.32","5.97","3.06","2.14",47848,42,"6.43",727,642,164,478,"25.55","74.45",85,"11.69",193923,478,34,50,55,93,247,"7.11","10.46","11.51","19.46","51.67",1043,27.4,13,0,0,"0","0",1616,160,"9.9",1537,776,"50.49",396,"22.7438.94",85,"5.093.07",23,22,13,26,56,62,63,65,"1.841.68","1.841.53","1.230.77","0.463.52","4.753.83","3.525.97","5.973.68","4.135.82",191,"3.7736.19"
2.503e+10,1570,662,1424,420,"25.7",1090,726,72,85,"9.92","11.71",53,"7.3",15,20,27,41,46,44,28,21,23,"2.49","3.32","4.48","6.8","7.63","7.3","4.64","3.48","3.81",39482,155,"25.7",730,671,125,546,"18.63","81.37",59,"8.08",0,539,65,75,55,93,251,"11.9","13.74","10.07","17.03","45.97",1000,28.6,0,0,0,"NA","NA",1626,336,"20.66",1496,694,"46.39",353,"24.8927.72",45,"1.562.57",59,60,54,35,27,36,30,36,"4.984.81","4.984.98","5.143.81","3.152.65","2.491.99","1.824.15","3.981","1.664.31",241,"11.7232.42"
2.503e+10,1211,493,779,237,"20.73",847,429,0,51,"0","11.89",44,"10.26",38,40,13,25,41,39,29,22,6,"7.08","7.45","2.42","4.66","7.64","7.26","5.4","4.1","1.12",30433,80,"14.9",535,466,122,344,"26.18","73.82",69,"12.9",208538,335,27,41,47,79,140,"7.85","11.92","13.66","22.97","40.7",977,35.1,0,0,0,"0","0",1143,295,"25.81",1037,597,"57.57",203,"16.0927.47",29,"3.420",55,50,35,47,40,17,23,19,"5.215.03","5.214.1","2.983.54","4.14.66","4.842.61","2.051.12","1.32.98","2.421.12",210,"10.4750.58"
2.503e+10,1927,816,1504,493,"25.78",1346,799,32,130,"4.01","16.27",133,"16.65",67,65,34,42,145,106,10,11,36,"8.31","8.06","4.22","5.21","17.99","13.15","1.24","1.36","4.47",48344,123,"15.26",875,813,265,548,"32.6","67.4",62,"7.09",176990,540,59,80,78,130,193,"10.77","14.6","14.23","23.72","35.22",864,24.5,12,7,22,"10.77","33.85",1899,389,"20.48",1796,892,"49.67",354,"20.6622.88",109,"7.280.82",49,57,62,18,29,23,11,43,"3.12.98","3.13.97","5.092.61","0.991.24","1.362.23","2.360.5","0.50.87","1.493.85",218,"2.1937.59"
2.503e+10,3152,1204,2665,930,"29.37",1998,1634,172,278,"10.53","17.01",342,"20.93",59,60,40,35,113,220,77,80,53,"4.85","4.93","3.29","2.88","9.29","18.09","6.33","6.58","4.36",50993,162,"13.32",1355,1207,386,821,"31.98","68.02",148,"10.92",237056,802,43,72,89,149,449,"5.24","8.77","10.84","18.15","54.69",1075,25.4,61,22,0,"24.18","0",3167,520,"16.42",2962,1180,"39.84",680,"26.0130.32",124,"4.152.05",65,60,44,44,46,66,83,69,"2.712.63","2.712.22","1.731.89","2.061.56","1.322.47","2.632.8","2.883.95","3.542.14",339,"6.734.59"
2.503e+10,3940,1607,3225,1200,"30.46",2838,1889,196,454,"10.38","24.03",409,"21.65",59,71,97,75,176,211,107,71,37,"3.56","4.29","5.86","4.53","10.63","12.74","6.46","4.29","2.23",45988,177,"10.69",1732,1607,550,1057,"34.23","65.77",125,"7.22",259514,1043,91,137,152,256,408,"8.66","13.04","14.46","24.36","38.82",920,27.5,80,30,29,"20.27","19.59",3940,649,"16.47",3718,2557,"68.77",603,"13.0124.52",233,"2.545.67",167,154,96,62,73,80,59,65,"5.134.95","5.134.17","3.322.48","1.931.81","1.752.66","2.782.05","1.991.57","1.692.23",428,"9.4231.3"
2.503e+10,5215,2059,4092,1621,"31.11",3735,2396,383,409,"15.98","17.07",570,"23.79",37,56,51,99,253,322,114,69,208,"1.77","2.68","2.44","4.74","12.12","15.42","5.46","3.3","9.96",56772,255,"12.21",2316,2049,828,1221,"40.41","59.59",267,"11.53",342217,1185,114,153,148,248,524,"9.34","12.53","12.12","20.31","42.92",943,26.1,139,48,104,"16","34.67",5021,739,"14.72",4829,3109,"64.38",687,"16.317.23",547,"8.675.97",204,187,124,109,59,58,73,67,"4.984.79","4.983.98","2.972.97","3.072.16","1.821.01","0.811.96","1.961.53","1.531.68",488,"8.1131.86"
2.503e+10,2352,1037,1932,634,"26.91",1721,1183,120,232,"10.14","19.61",190,"16.06",36,39,60,37,73,136,68,61,44,"3.69","4","6.15","3.79","7.48","13.93","6.97","6.25","4.51",49500,87,"8.91",1194,1047,391,656,"37.34","62.66",147,"12.31",234026,633,50,68,67,112,337,"7.62","10.37","10.21","17.07","51.37",1059,28.8,58,16,14,"12.21","10.69",2356,303,"12.86",2243,1449,"64.6",427,"22.0618.72",154,"6.862.09",62,59,45,44,46,53,45,69,"3.283.07","3.282.77","2.362.25","2.252.25","2.252.46","2.363.07","3.071.54","2.254.82",280,"13.7228.96"
2.503e+10,3233,1429,2216,749,"23.64",2416,1642,256,258,"15.59","15.71",373,"22.72",26,34,51,85,132,187,191,83,110,"1.81","2.37","3.56","5.93","9.21","13.04","13.32","5.79","7.67",59278,121,"8.44",1531,1426,532,894,"37.31","62.69",105,"6.86",346316,873,50,79,93,156,494,"5.59","8.84","10.4","17.45","55.26",1087,24.9,69,36,13,"23.38","8.44",3081,257,"8.34",3048,1931,"63.35",642,"18.0227",376,"13.042.52",98,91,71,66,47,58,48,54,"3.493.35","3.492.86","2.32.65","2.931.67","1.192.09","2.231.81","1.811.53","1.62.16",352,"2.6836.69"
2.503e+10,2132,925,1716,656,"29.87",1572,1164,114,374,"9.79","32.13",273,"23.45",20,24,62,43,68,169,99,62,94,"2.24","2.68","6.94","4.81","7.61","18.9","11.07","6.94","10.51",69109,59,"6.6",994,928,360,568,"38.79","61.21",66,"6.64",302470,557,25,46,61,102,323,"4.4","8.1","10.74","17.96","56.87",1102,23.4,82,29,8,"24.58","6.78",2179,141,"6.47",2042,1463,"71.65",371,"12.527.48",372,"15.278.4",51,42,14,15,16,29,33,54,"2.912.8","2.911.79","0.670.89","0.890.78","0.781.01","1.122.13","2.131.57","2.014.03",197,"8.126.58"
2.503e+10,3206,1458,2498,886,"27.64",2441,1681,166,407,"9.88","24.21",438,"26.06",22,31,60,89,134,297,122,75,97,"1.53","2.16","4.18","6.21","9.34","20.71","8.51","5.23","6.76",60353,72,"5.02",1573,1458,600,858,"41.15","58.85",115,"7.31",283933,845,77,102,98,164,403,"8.97","11.89","11.42","19.11","46.97",1009,22.5,82,35,9,"16.67","4.29",3206,205,"6.39",3037,1938,"63.81",554,"9.6728.33",472,"14.35.04",102,97,65,38,35,39,53,77,"3.633.49","3.633.14","2.721.81","1.321.32","1.391.05","0.981.74","1.741.95","2.163.21",250,"7.3421.79"
2.503e+10,4965,2205,3404,1200,"24.17",3721,2410,267,614,"11.08","25.48",613,"25.44",78,86,62,55,197,271,220,143,152,"3.55","3.91","2.82","2.5","8.96","12.32","10","6.5","6.91",49984,214,"9.73",2405,2205,840,1365,"38.1","61.9",200,"8.32",259158,1365,176,201,147,247,594,"12.89","14.73","10.77","18.1","43.52",927,27.5,188,85,28,"21.79","7.18",4695,318,"6.77",4730,2753,"58.2",933,"12.2430.07",611,"12.014.41",143,148,132,95,117,84,95,121,"3.323.18","3.323.41","3.642.36","1.552.77","3.272.05","1.772.05","2.092.23","2.363.14",591,"8.0635.24"
2.503e+10,3559,1451,2362,886,"24.88",2586,1864,185,381,"9.92","20.44",408,"21.89",40,44,48,59,154,179,129,95,93,"2.74","3.02","3.29","4.05","10.56","12.28","8.85","6.52","6.38",52695,124,"8.5",1617,1451,469,982,"32.32","67.68",166,"10.27",222084,976,36,87,137,231,485,"3.67","8.86","13.95","23.52","49.39",1012,27.8,126,22,19,"10.63","9.18",3541,578,"16.32",3342,1678,"50.21",719,"14.0635.49",364,"7.816.26",74,79,72,31,76,118,103,67,"2.612.47","2.612.81","3.221.71","0.751.37","1.653.57","3.914.18","4.122.95","2.671.92",421,"12.8330.04"
2.503e+10,21,0,0,0,"0",19,14,0,0,"0","0",0,"0",0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA",0,0,0,0,"NA","NA",0,"NA",0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,"NA","NA",19,0,"0",19,19,"100",0,"NANA",10,"52.630",0,0,0,0,0,0,0,0,"NANA","NANA","NANA","NANA","NANA","NANA","NANA","NANA",0,"NANA"
2.503e+10,999,467,583,162,"15.21",783,578,82,119,"14.19","20.59",231,"39.97",26,26,4,21,59,108,23,22,68,"5.17","5.17","0.8","4.17","11.73","21.47","4.57","4.37","13.52",69432,73,"14.51",652,486,205,281,"42.18","57.82",166,"25.46",222797,271,7,20,32,55,157,"2.49","7.12","11.39","19.57","55.87",1100,35.1,49,31,10,"48.44","15.62",1010,202,"20",1002,289,"28.84",348,"34.5737.04",250,"18.3913.54",24,21,14,16,14,27,24,3,"2.392.39","2.391.79","1.191.59","1.591.59","1.391.39","1.194.17","3.980.8","0.60",153,"1.0753.38"
2.503e+10,18,0,0,0,"0",13,12,0,0,"0","0",0,"0",0,0,0,0,0,0,0,0,0,"NA","NA","NA","NA","NA","NA","NA","NA","NA",0,0,"NA",0,0,0,0,"NA","NA",0,"NA",0,0,0,0,0,0,0,"NA","NA","NA","NA","NA",0,0,0,0,0,"NA","NA",19,0,"0",19,6,"31.58",0,"NANA",0,"00",0,0,0,0,0,0,0,0,"NANA","NANA","NANA","NANA","NANA","NANA","NANA","NANA",0,"NANA"
2.503e+10,1446,544,1161,667,"50.3",724,354,14,66,"3.95","18.64",11,"3.11",50,51,7,17,21,12,2,2,8,"11.29","11.51","1.58","3.84","4.74","2.71","0.45","0.45","1.81",21069,213,"48.08",729,514,0,514,"0","100",215,"29.49",0,499,207,177,35,59,21,"40.27","34.44","6.81","11.48","4.09",271,17.8,0,0,0,"NA","NA",1326,566,"42.68",1224,642,"52.45",354,"36.9631.91",13,"1.10.69",59,54,37,31,25,33,24,10,"6.776.55","6.775.42","4.294.06","3.843.16","2.712.93","2.934.51","4.291.13","1.131.13",71,"3.510.31"
2.503e+10,1070,558,718,244,"21.73",761,459,42,46,"9.15","10.02",76,"16.56",43,45,17,15,39,69,41,10,20,"7.11","7.44","2.81","2.48","6.45","11.4","6.78","1.65","3.31",38787,146,"24.13",694,569,130,439,"22.85","77.15",125,"18.01",171465,439,49,53,34,57,245,"11.16","12.07","7.74","12.98","55.81",1089,31.3,20,6,6,"9.09","9.09",1116,231,"20.7",1034,394,"38.1",354,"40.2521.97",98,"9.593.29",63,55,19,6,31,56,43,33,"5.295.12","5.293.8","2.310.83","00.99","1.493.64","3.975.29","4.962.15","2.313.14",225,"10.2541"
2.503e+10,2037,879,1416,634,"30.25",1423,1219,114,279,"9.35","22.89",315,"25.84",11,16,48,11,104,125,100,61,52,"1.23","1.79","5.38","1.23","11.66","14.01","11.21","6.84","5.83",55990,90,"10.09",1031,899,320,579,"35.6","64.4",132,"12.8",213351,579,43,57,56,94,329,"7.43","9.84","9.67","16.23","56.82",1089,27.9,62,26,0,"21.85","0",2096,290,"13.84",1965,896,"45.6",505,"26.4729.7",271,"13.285.76",57,64,68,32,37,32,27,45,"3.253.14","3.253.92","4.822.8","1.462.13","2.351.79","1.572.02","2.021.01","1.573.48",262,"14.8530.4"
2.503e+10,2748,1214,2192,994,"36.97",1685,766,36,215,"4.7","28.07",150,"19.58",114,124,22,10,52,96,63,32,24,"9.4","10.22","1.81","0.82","4.29","7.91","5.19","2.64","1.98",19469,287,"23.66",1352,1194,183,1011,"15.33","84.67",158,"11.69",265218,998,327,295,89,150,136,"32.34","29.18","8.8","14.84","13.45",428,26.1,35,6,14,"9.09","21.21",2684,1142,"42.55",2507,1880,"74.99",362,"14.3216",112,"3.742.91",200,178,85,49,41,31,47,43,"8.418.08","8.416.27","4.122.89","2.141.9","1.811.57","1.41.15","1.322.56","2.311.24",323,"8.5123.44"
