tractid90,totalpop,households,hhfam,hhchild,pcthhchild,popu25,popuempl,ind_finance,ind_professional,pctind_finance,pctind_professional,occ_profmanage,pctocc_profmanage,college,pctcollege,inc_0_5K,inc_5K_10K,inc_10K_15K,inc_15K_20K,inc_20K_25K,inc_25K_30K,inc_30K_35K,inc_35K_40K,inc_40K_45K,inc_45K_50K,inc_50K_55K,inc_55K_60K,inc_60K_75K,inc_75K_100K,inc_100K_125K,inc_125K_150K,inc_150K_more,pctinc_0_5K,pctinc_5K_10K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,pctinc_50K_55K,pctinc_55K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_more,medhhincome,poverty,pctpoverty,publicassist,pctpublicassist,units,unitsocc,own,rent,pctown,pctrent,vacant,pctvacant,medianvalue,unitsrent,rent_0_300,rent_300_600,rent_600_750,rent_750_1000,rent_1000_more,pctrent_0_300,pctrent_300_600,pctrent_600_750,pctrent_750_1000,pctrent_1000_more,medianrent,incomerent_30_more,pctincomerent_30_more,medianpctincomerent,unitsmortgage,inc_mortgage_30_more,inc_nomortgage_30_more,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,popupov,popu5,sameres,pctsameres,units_newres,pctunits_newres
"25025000802",7103,2765,3692,1113,15.78,3660,4238,403,1387,9.51,32.73,1251,29.52,1529,41.78,142,144,165,150,117,136,91,105,118,116,150,112,354,351,230,93,225,5.08,5.15,5.9,5.36,4.19,4.86,3.25,3.76,4.22,4.15,5.36,4.01,12.66,12.55,8.23,3.33,8.05,53997,1595,22.78,137,4.9,2918,2758,356,2402,12.91,87.09,160,5.48,323858,2402,72,103,109,184,1934,3,4.29,4.54,7.66,80.52,1469,1242,51.71,33.299999,38,22,0,25,0,7001,6675,1860,27.87,2043,74.08
"25025010101",5486,1744,819,143,2.63,1677,3053,285,1495,9.34,48.97,1107,36.26,1116,66.54,145,147,165,143,62,57,61,70,43,60,85,37,85,159,94,69,200,8.63,8.74,9.82,8.51,3.68,3.4,3.63,4.16,2.56,3.57,5.06,2.2,5.06,9.46,5.59,4.1,11.9,39404,796,29.11,70,4.16,2039,1751,260,1491,14.85,85.15,288,14.12,245077,1470,202,184,59,99,925,13.55,12.34,3.96,6.64,62.04,1298,783,52.52,33.400002,5,0,0,0,0,2734,5391,803,14.9,1259,71.91
"25025010102",3669,387,93,3,.08,296,1811,36,1188,1.99,65.6,492,27.17,215,72.63,49,49,49,43,27,30,7,0,0,0,14,20,38,26,14,21,32,11.67,11.67,11.66,10.24,6.43,7.14,1.67,0,0,0,3.33,4.76,9.05,6.19,3.33,5,7.62,23991,428,57.53,10,2.38,399,380,81,299,21.32,78.68,19,4.76,0,290,7,11,13,23,235,2.34,3.68,4.35,7.69,78.6,1460,209,69.9,35.099998,0,0,0,,,744,3705,235,6.34,318,83.69
"25025010200",8275,4561,1773,309,3.75,3959,5352,433,2307,8.09,43.11,1704,31.84,2396,60.52,269,284,399,412,351,198,313,331,265,264,210,222,365,358,197,67,82,5.86,6.19,8.7,8.99,7.65,4.32,6.82,7.22,5.78,5.75,4.58,4.84,7.96,7.8,4.29,1.46,1.79,36076,2682,35.16,186,4.05,5195,4586,348,4238,7.59,92.41,609,11.72,0,4226,188,294,340,571,2834,4.44,6.94,8.02,13.47,66.87,1185,2807,66.23,35.099998,0,0,0,,,7628,8094,1242,15.34,3755,81.88
"25025010300",3829,666,1055,553,14.34,989,1813,21,917,1.16,50.58,335,18.48,262,26.49,69,66,43,52,70,43,54,60,19,15,32,18,36,34,25,3,7,10.63,10.17,6.63,8.01,10.78,6.62,8.32,9.25,2.93,2.31,4.93,2.77,5.55,5.24,3.85,.46,1.08,27380,514,32.76,173,26.66,829,641,29,612,4.52,95.48,188,22.68,0,600,202,171,30,50,147,33.01,27.94,4.9,8.17,24.02,408,224,36.6,24.799999,0,0,0,,,1569,3798,701,18.46,399,62.25
"25025010401",7034,3690,1695,389,5.63,3454,4274,416,1356,9.73,31.73,1710,40.01,1778,51.47,319,326,381,340,154,95,188,189,138,180,161,168,278,261,224,141,95,8.77,8.96,10.47,9.34,4.23,2.61,5.17,5.2,3.79,4.95,4.43,4.62,7.64,7.18,6.16,3.88,2.61,35336,2465,37.89,173,4.76,4043,3713,299,3414,8.05,91.95,330,8.16,697267,3376,239,305,274,459,2100,7,8.93,8.03,13.44,61.51,1169,1903,55.74,34.599998,19,11,0,19.3,0,6506,6803,1688,24.81,2630,70.83
"25025010402",5233,999,472,70,1.31,1331,2379,186,1012,7.82,42.54,610,25.64,369,27.72,105,105,110,112,89,31,64,92,61,30,34,20,45,45,19,16,33,10.4,10.4,10.89,11.08,8.81,3.07,6.34,9.1,6.04,2.97,3.37,1.98,4.46,4.46,1.88,1.58,3.27,23140,817,39.02,131,12.97,1032,976,55,921,5.64,94.36,56,5.43,0,911,164,156,64,108,419,17.81,16.94,6.95,11.73,45.49,834,474,51.46,32.299999,0,0,0,,,2094,5308,678,12.77,604,61.89
"25025010500",2962,1544,731,102,3.43,1775,1726,244,685,14.14,39.69,746,43.22,1214,68.39999,92,91,81,82,85,71,54,49,38,49,25,31,126,183,122,69,221,6.26,6.19,5.51,5.58,5.79,4.83,3.67,3.33,2.58,3.34,1.7,2.11,8.58,12.46,8.3,4.7,15.04,58328,485,20.27,28,1.91,1667,1509,197,1312,13.06,86.94,158,9.48,590502,1301,86,102,80,134,899,6.55,7.77,6.1,10.21,68.52,1446,678,51.68,32.400002,24,0,8,0,20,2393,2935,732,24.94,1067,70.71
"25025010600",1984,1464,532,56,2.84,1721,1142,161,399,14.1,34.94,641,56.13,994,57.76,54,58,90,86,57,32,28,55,71,56,46,92,140,159,131,84,278,3.57,3.83,5.95,5.68,3.77,2.12,1.85,3.63,4.69,3.7,3.04,6.08,9.25,10.51,8.66,5.55,18.37,63299,202,10.26,59,3.9,1681,1499,178,1321,11.87,88.13,182,10.83,891192,1313,66,80,67,112,988,5,6.06,5.07,8.48,74.79,1462,637,48.22,29.799999,0,0,0,0,0,1969,1969,890,45.2,791,52.77
"25025010700",5285,3043,1754,241,4.56,3647,3764,677,1587,17.99,42.16,2145,56.99,2867,78.61,107,100,41,52,69,46,82,147,167,147,120,124,273,412,224,158,774,3.52,3.29,1.35,1.71,2.26,1.52,2.69,4.83,5.49,4.83,3.94,4.07,8.97,13.53,7.36,5.19,25.43,76816,509,10.79,9,.3,3435,3043,960,2083,31.55,68.45,392,11.41,891192,2043,30,58,82,137,1736,1.44,2.78,3.94,6.58,83.34,1519,841,40.38,26,9,9,11,36,44,4716,5182,1386,26.75,2157,70.89
"25025010800",6474,3619,2067,336,5.19,4501,4675,674,2060,14.42,44.06,2632,56.3,3623,80.49,151,145,98,99,88,70,113,125,113,142,106,107,271,431,292,201,1077,4.16,4,2.7,2.73,2.43,1.93,3.11,3.45,3.11,3.91,2.92,2.95,7.47,11.88,8.05,5.54,29.69,82072,689,12.23,5,.14,4117,3619,1445,2174,39.93,60.07,498,12.1,891192,2119,11,57,112,188,1750,.51,2.62,5.15,8.65,80.5,1408,910,41.86,28.4,33,11,0,33.33,0,5634,6326,1794,28.36,2587,71.48
"25025020100",4492,2708,1827,406,9.03,3680,3062,665,1326,21.72,43.31,2031,66.33,3110,84.51,70,67,45,42,51,88,84,90,102,177,115,116,194,318,218,180,816,2.52,2.42,1.62,1.52,1.84,3.17,3.02,3.24,3.68,6.38,4.15,4.18,7,11.47,7.86,6.49,29.43,85606,319,7.11,9,.32,3075,2734,1034,1700,37.82,62.18,341,11.09,891192,1670,46,68,74,124,1357,2.71,4,4.35,7.29,79.82,1488,802,47.17,29.1,142,48,10,22.86,4.76,4489,4396,1694,38.54,1686,61.67
"25025020200",3469,2141,1247,263,7.59,2330,2666,422,995,15.83,37.32,1368,51.31,1691,72.58,69,73,102,100,66,41,97,128,114,72,55,126,199,269,202,108,248,3.33,3.52,4.92,4.83,3.19,1.98,4.68,6.18,5.5,3.47,2.65,6.08,9.6,12.98,9.75,5.21,11.97,59629,456,13.16,63,3.04,2386,2115,363,1752,17.16,82.84,271,11.36,832728,1752,95,112,89,149,1307,5.42,6.39,5.08,8.5,74.6,1312,834,47.6,29.4,70,22,0,27.16,0,3464,3392,704,20.75,1589,75.13
"25025020300",4831,2818,1703,243,5.03,4115,3057,444,1421,14.52,46.48,1861,60.88,2546,61.87,67,79,172,154,80,78,80,65,51,93,78,143,275,365,279,211,574,2.36,2.78,6.06,5.42,2.82,2.74,2.81,2.28,1.79,3.27,2.74,5.03,9.68,12.84,9.82,7.42,20.2,75360,559,12.51,90,3.17,3129,2818,639,2179,22.68,77.32,311,9.94,891192,2147,111,116,67,113,1740,5.09,5.32,3.07,5.19,79.85,1597,952,43.69,28.4,10,0,0,0,0,4469,4733,1665,35.18,2022,71.75
"25025030100",1956,1171,920,202,10.34,1463,1304,146,448,11.2,34.36,514,39.42,523,35.75,17,24,71,62,31,32,36,48,49,72,62,84,122,201,86,61,112,1.45,2.05,6.07,5.3,2.65,2.74,3.08,4.11,4.19,6.16,5.3,7.19,10.44,17.19,7.36,5.22,9.58,59857,187,9.57,64,5.47,1283,1184,286,898,24.16,75.84,99,7.72,289637,898,50,80,94,157,517,5.57,8.91,10.47,17.48,57.57,1094,319,35.52,25,10,0,10,0,50,1954,1905,915,48.03,690,58.28
"25025030200",1628,949,943,292,17.97,1224,935,92,208,9.84,22.25,368,39.36,410,33.5,28,33,67,58,41,62,50,65,44,39,37,29,80,106,56,27,51,3.21,3.78,7.67,6.64,4.69,7.099999,5.73,7.44,5.04,4.47,4.24,3.32,9.16,12.14,6.41,3.09,5.84,42577,260,16,69,7.9,1022,944,162,782,17.16,82.84,78,7.63,623833,776,76,91,73,122,415,9.72,11.64,9.34,15.6,53.07,1050,399,51.03,30.799999,0,0,0,0,0,1625,1593,846,53.11,552,58.47
"25025030300",3769,2144,1351,234,6.2,3212,2140,561,629,26.21,29.39,1343,62.76,1778,55.36,72,80,141,117,38,52,93,91,30,60,44,69,191,333,137,108,571,3.23,3.59,6.33,5.25,1.7,2.34,4.18,4.08,1.35,2.69,1.97,3.1,8.57,14.94,6.15,4.85,25.62,76887,446,12.91,150,6.73,2634,2136,608,1528,28.46,71.54,498,18.91,760898,1506,150,139,49,83,1085,9.82,9.1,3.21,5.43,71.01,1624,695,45.48,29.4,19,0,0,0,0,3454,3668,1402,38.22,1248,58.43
"25025030400",2316,1429,800,163,6.97,1961,1763,328,565,18.6,32.05,754,42.77,907,46.25,34,40,88,90,82,50,48,83,107,82,64,80,193,149,154,105,61,2.25,2.65,5.83,5.96,5.44,3.32,3.19,5.5,7.1,5.43,4.24,5.31,12.8,9.88,10.21,6.96,4.05,53971,236,10.09,82,5.44,1559,1421,211,1210,14.85,85.15,138,8.85,0,1202,95,121,109,183,694,7.85,10,9.01,15.12,57.36,1126,517,42.73,26.4,0,0,0,,,2340,2340,833,35.6,912,64.18
"25025030500",2082,1206,1188,341,16.63,1575,1397,327,321,23.41,22.98,498,35.65,580,36.82,33,34,43,48,62,48,34,40,30,46,55,58,157,136,84,96,138,2.88,2.97,3.75,4.19,5.41,4.2,2.96,3.5,2.62,4.02,4.8,5.07,13.71,11.88,7.34,8.38,12.05,64253,235,11.46,32,2.79,1369,1214,429,785,35.34,64.66,155,11.32,891192,776,37,58,67,112,502,4.71,7.39,8.54,14.27,63.95,1249,320,40.76,26,7,0,0,0,0,2050,2010,952,47.36,839,69.11
"25025030599",401,0,0,0,0,239,0,0,0,,,0,,19,7.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,0,0,,,0,,0,0,0,0,0,0,0,,,,,,0,0,,0,0,0,0,,,0,409,43,10.51,0,
"25025040100",1907,1029,904,205,11.08,1602,1295,174,546,13.44,42.16,737,56.91,863,53.88,15,23,85,71,21,21,25,14,27,30,38,23,84,127,152,94,204,1.42,2.18,8.04,6.72,1.99,1.98,2.36,1.32,2.56,2.84,3.6,2.18,7.95,12.02,14.38,8.89,19.3,82756,111,6,86,8.14,1131,1018,435,583,42.73,57.27,113,9.99,438644,576,79,76,33,56,331,13.55,13.04,5.66,9.61,56.78,1248,183,31.39,26.5,58,44,12,48.35,13.19,1851,1772,674,38.04,753,73.97
"25025040200",1430,614,1229,606,40.78,848,532,75,143,14.1,26.88,143,26.88,149,17.57,41,44,65,54,13,21,45,26,3,19,36,26,36,57,37,37,34,6.91,7.42,10.96,9.1,2.19,3.54,7.59,4.38,.51,3.21,6.07,4.38,6.07,9.61,6.24,6.24,5.73,36623,361,24.29,188,31.7,674,625,135,490,21.6,78.4,49,7.27,254702,478,119,109,36,61,152,24.29,22.24,7.35,12.45,31.02,590,92,18.77,22.9,25,0,6,0,14.29,1486,1368,923,67.47,298,47.68
"25025040300",2617,1172,1835,786,29.6,1816,1468,168,518,11.44,35.29,621,42.3,765,42.13,38,43,85,75,39,42,68,47,38,44,39,36,86,162,143,121,125,3.09,3.5,6.91,6.1,3.17,3.42,5.52,3.82,3.09,3.58,3.17,2.93,6.99,13.17,11.63,9.84,10.16,65754,445,16.76,116,9.43,1313,1179,439,740,37.23,62.77,134,10.21,293736,740,114,109,44,74,399,15.41,14.73,5.95,10,53.92,1087,307,41.49,28,92,27,16,13.99,8.29,2655,2482,1130,45.53,672,57
"25025040400",2233,949,1574,624,29.52,1535,1098,150,339,13.66,30.87,319,29.05,455,29.64,28,31,60,56,31,18,36,48,27,25,23,30,87,112,121,68,98,3.12,3.46,6.69,6.25,3.46,2,4.01,5.35,3.01,2.78,2.56,3.34,9.7,12.49,13.49,7.58,10.93,64801,189,8.94,46,5.13,1024,948,285,663,30.06,69.94,76,7.42,404422,649,68,95,97,163,225,10.26,14.33,14.63,24.59,33.94,904,194,29.26,21,69,21,0,19.44,0,2114,1933,1285,66.48,410,43.25
"25025040500",1320,588,994,389,27.95,981,981,161,294,16.41,29.97,357,36.39,427,43.53,23,22,19,15,2,5,0,11,23,16,26,29,66,94,74,48,92,4.07,3.89,3.36,2.65,.35,.89,0,1.95,4.07,2.83,4.6,5.13,11.68,16.64,13.1,8.5,16.28,85538,84,6.06,28,4.96,634,577,322,255,55.81,44.19,57,8.99,248642,251,8,14,16,27,186,3.14,5.49,6.27,10.59,72.94,1349,95,37.25,26.200001,84,14,19,7.11,9.64,1386,1368,813,59.43,277,48.01
"25025040600",342,128,281,116,33.05,244,220,57,36,25.91,16.36,46,20.91,28,11.48,4,4,6,5,2,4,2,3,0,6,6,1,11,18,23,12,15,3.31,3.31,4.96,4.13,1.65,3.31,1.65,2.48,0,4.96,4.96,.83,9.09,14.88,19.01,9.92,12.4,78540,37,10.54,0,0,133,133,82,51,61.65,38.35,0,0,257376,51,0,3,7,12,29,0,5.88,13.73,23.53,56.86,1077,5,9.8,13.4,15,0,6,0,15.79,351,319,236,73.98,35,26.32
"25025040700",1826,847,1223,428,23.88,1430,1229,203,327,16.52,26.61,497,40.44,537,37.55,8,10,27,25,21,25,13,18,29,27,36,38,89,155,100,70,153,.95,1.19,3.2,2.96,2.49,2.97,1.54,2.13,3.44,3.2,4.27,4.51,10.56,18.39,11.86,8.3,18.15,79147,44,2.46,18,2.14,858,798,426,372,53.38,46.62,60,6.99,291597,364,20,24,19,32,268,5.38,6.45,5.11,8.6,72.04,1248,108,29.03,21.299999,139,48,8,21.15,3.52,1792,1720,1094,63.6,374,46.87
"25025040800",2873,1514,1722,745,25.66,1980,1556,275,541,17.67,34.77,742,47.69,900,45.46,93,92,88,82,65,69,42,42,47,63,65,63,117,137,118,83,238,6.18,6.12,5.85,5.45,4.32,4.59,2.79,2.79,3.12,4.19,4.32,4.19,7.78,9.11,7.85,5.52,15.82,55348,567,19.6,240,15.96,1985,1563,135,1428,8.64,91.36,422,21.26,712952,1414,305,273,78,130,628,21.36,19.12,5.46,9.1,43.98,799,409,28.64,23.200001,44,23,0,52.27,0,2893,2727,1014,37.18,1042,66.67
"25025040899",170,0,0,0,0,82,0,0,0,,,0,,7,8.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,0,0,,,0,,0,0,0,0,0,0,0,,,,,,0,0,,0,0,0,0,,,0,174,8,4.6,0,
"25025050100",4069,1648,3200,1349,33.15,2621,1483,152,294,10.25,19.82,293,19.76,253,9.65,70,86,204,185,104,67,60,53,49,58,66,38,141,239,119,47,31,4.33,5.32,12.63,11.45,6.43,4.15,3.71,3.28,3.03,3.59,4.08,2.35,8.73,14.79,7.36,2.91,1.92,37219,1008,24.9,364,22.52,1789,1648,408,1240,24.76,75.24,141,7.88,213529,1224,267,257,111,187,402,21.53,20.73,8.95,15.08,32.42,725,485,39.11,27,47,6,0,6.19,0,4049,3752,2214,59.01,669,40.59
"25025050200",4034,1549,3285,1274,31.58,2467,1842,195,276,10.59,14.98,336,18.24,242,9.81,66,71,110,104,79,80,91,108,83,53,52,72,232,192,64,45,35,4.3,4.62,7.17,6.77,5.14,5.2,5.92,7.03,5.41,3.45,3.39,4.69,15.1,12.5,4.17,2.93,2.28,42577,752,18.64,282,18.36,1704,1549,432,1117,27.89,72.11,155,9.1,240978,1098,55,105,144,241,554,4.92,9.4,12.89,21.58,49.6,991,456,40.83,27.4,40,10,26,9.01,23.42,4034,3713,1885,50.77,837,54.03
"25025050300",1756,740,1320,715,38.17,1091,530,15,104,2.83,19.62,78,14.72,64,5.87,70,79,151,128,60,66,24,29,32,28,22,12,12,30,13,14,19,8.87,10.01,19.14,16.22,7.6,8.36,3.04,3.68,4.06,3.55,2.79,1.52,1.52,3.8,1.65,1.77,2.41,17489,802,43.37,284,35.99,786,739,46,693,6.22,93.78,47,5.98,0,693,232,210,63,106,81,33.48,30.3,9.09,15.3,11.69,389,185,26.7,26.700001,0,0,0,,,1849,1661,870,52.38,385,52.1
"25025050400",2103,978,1466,434,21.85,1417,1001,102,171,10.19,17.08,163,16.28,107,7.55,40,46,99,92,59,48,45,63,74,39,38,58,91,85,42,8,4,4.29,4.94,10.62,9.870001,6.33,5.15,4.83,6.75,7.94,4.18,4.08,6.22,9.76,9.12,4.51,.86,.43,38676,360,18.13,82,8.8,1067,979,212,767,21.65,78.35,88,8.25,175030,761,128,128,64,108,332,16.75,16.75,8.38,14.14,43.46,930,330,43.19,29.1,5,5,0,14.71,0,1986,1846,957,51.84,512,52.3
"25025050500",1612,624,1260,484,29.95,1042,902,98,103,10.86,11.42,97,10.75,85,8.16,14,15,23,22,13,26,56,62,63,65,40,6,88,87,39,20,14,2.14,2.3,3.52,3.37,2,3.98,8.58,9.49,9.65,9.950001,6.13,.92,13.48,13.32,5.97,3.06,2.14,47848,160,9.9,42,6.43,727,642,164,478,25.55,74.45,85,11.69,193923,478,34,50,55,93,247,7.11,10.46,11.51,19.46,51.67,1043,191,39.96,27.4,13,0,0,0,0,1616,1537,776,50.49,396,61.68
"25025050600",1570,662,1424,420,25.7,1090,726,72,85,9.92,11.71,53,7.3,45,4.13,15,20,59,60,54,35,27,36,30,36,27,41,46,44,28,21,23,2.49,3.32,9.79,9.96,8.95,5.8,4.48,5.97,4.98,5.97,4.48,6.8,7.63,7.3,4.64,3.48,3.81,39482,336,20.66,155,25.7,730,671,125,546,18.63,81.37,59,8.08,0,539,65,75,55,93,251,11.9,13.74,10.07,17.03,45.97,1000,241,44.14,28.6,0,0,0,,,1626,1496,694,46.39,353,52.61
"25025050700",1211,493,779,237,20.73,847,429,0,51,0,11.89,44,10.26,29,3.42,38,40,55,50,35,47,40,17,23,19,13,25,41,39,29,22,6,7.08,7.45,10.24,9.309999,6.52,8.76,7.45,3.17,4.28,3.54,2.42,4.66,7.64,7.26,5.4,4.1,1.12,30433,295,25.81,80,14.9,535,466,122,344,26.18,73.82,69,12.9,208538,335,27,41,47,79,140,7.85,11.92,13.66,22.97,40.7,977,210,61.05,35.099998,0,0,0,0,0,1143,1037,597,57.57,203,43.56
"25025050800",1927,816,1504,493,25.78,1346,799,32,130,4.01,16.27,133,16.65,109,8.1,67,65,49,57,62,18,29,23,11,43,34,42,145,106,10,11,36,8.31,8.06,6.08,7.07,7.7,2.23,3.59,2.86,1.37,5.34,4.22,5.21,17.99,13.15,1.24,1.36,4.47,48344,389,20.48,123,15.26,875,813,265,548,32.6,67.4,62,7.09,176990,540,59,80,78,130,193,10.77,14.6,14.23,23.72,35.22,864,218,39.78,24.5,12,7,22,10.77,33.85,1899,1796,892,49.67,354,43.54
"25025050900",3152,1204,2665,930,29.37,1998,1634,172,278,10.53,17.01,342,20.93,124,6.2,59,60,65,60,44,44,46,66,83,69,40,35,113,220,77,80,53,4.85,4.93,5.34,4.93,3.62,3.62,3.79,5.43,6.83,5.68,3.29,2.88,9.29,18.09,6.33,6.58,4.36,50993,520,16.42,162,13.32,1355,1207,386,821,31.98,68.02,148,10.92,237056,802,43,72,89,149,449,5.24,8.77,10.84,18.15,54.69,1075,339,41.29,25.4,61,22,0,24.18,0,3167,2962,1180,39.84,680,56.33
"25025051000",3940,1607,3225,1200,30.46,2838,1889,196,454,10.38,24.03,409,21.65,233,8.21,59,71,167,154,96,62,73,80,59,65,97,75,176,211,107,71,37,3.56,4.29,10.08,9.3,5.8,3.74,4.41,4.83,3.56,3.92,5.86,4.53,10.63,12.74,6.46,4.29,2.23,45988,649,16.47,177,10.69,1732,1607,550,1057,34.23,65.77,125,7.22,259514,1043,91,137,152,256,408,8.66,13.04,14.46,24.36,38.82,920,428,40.72,27.5,80,30,29,20.27,19.59,3940,3718,2557,68.77,603,37.53
"25025051100",5215,2059,4092,1621,31.11,3735,2396,383,409,15.98,17.07,570,23.79,547,14.64,37,56,204,187,124,109,59,58,73,67,51,99,253,322,114,69,208,1.77,2.68,9.77,8.96,5.94,5.23,2.83,2.77,3.49,3.21,2.44,4.74,12.12,15.42,5.46,3.3,9.96,56772,739,14.72,255,12.21,2316,2049,828,1221,40.41,59.59,267,11.53,342217,1185,114,153,148,248,524,9.34,12.53,12.12,20.31,42.92,943,488,39.97,26.1,139,48,104,16,34.67,5021,4829,3109,64.38,687,33.53
"25025051200",2352,1037,1932,634,26.91,1721,1183,120,232,10.14,19.61,190,16.06,154,8.95,36,39,62,59,45,44,46,53,45,69,60,37,73,136,68,61,44,3.69,4,6.35,6.05,4.61,4.5,4.71,5.43,4.61,7.07,6.15,3.79,7.48,13.93,6.97,6.25,4.51,49500,303,12.86,87,8.91,1194,1047,391,656,37.34,62.66,147,12.31,234026,633,50,68,67,112,337,7.62,10.37,10.21,17.07,51.37,1059,280,42.68,28.799999,58,16,14,12.21,10.69,2356,2243,1449,64.6,427,40.78
"25025060100",3233,1429,2216,749,23.64,2416,1642,256,258,15.59,15.71,373,22.72,376,15.56,26,34,98,91,71,66,47,58,48,54,51,85,132,187,191,83,110,1.81,2.37,6.84,6.35,4.95,4.6,3.28,4.04,3.34,3.76,3.56,5.93,9.21,13.04,13.32,5.79,7.67,59278,257,8.34,121,8.44,1531,1426,532,894,37.31,62.69,105,6.86,346316,873,50,79,93,156,494,5.59,8.84,10.4,17.45,55.26,1087,352,39.37,24.9,69,36,13,23.38,8.44,3081,3048,1931,63.35,642,45.02
"25025060200",2132,925,1716,656,29.87,1572,1164,114,374,9.79,32.13,273,23.45,372,23.67,20,24,51,42,14,15,16,29,33,54,62,43,68,169,99,62,94,2.24,2.68,5.71,4.7,1.56,1.67,1.79,3.25,3.7,6.04,6.94,4.81,7.61,18.9,11.07,6.94,10.51,69109,141,6.47,59,6.6,994,928,360,568,38.79,61.21,66,6.64,302470,557,25,46,61,102,323,4.4,8.1,10.74,17.96,56.87,1102,197,34.68,23.4,82,29,8,24.58,6.78,2179,2042,1463,71.65,371,39.98
"25025060300",3206,1458,2498,886,27.64,2441,1681,166,407,9.88,24.21,438,26.06,472,19.34,22,31,102,97,65,38,35,39,53,77,60,89,134,297,122,75,97,1.53,2.16,7.12,6.77,4.53,2.64,2.44,2.72,3.69,5.37,4.18,6.21,9.34,20.71,8.51,5.23,6.76,60353,205,6.39,72,5.02,1573,1458,600,858,41.15,58.85,115,7.31,283933,845,77,102,98,164,403,8.97,11.89,11.42,19.11,46.97,1009,250,29.13,22.5,82,35,9,16.67,4.29,3206,3037,1938,63.81,554,38
"25025060400",4965,2205,3404,1200,24.17,3721,2410,267,614,11.08,25.48,613,25.44,611,16.42,78,86,143,148,132,95,117,84,95,121,62,55,197,271,220,143,152,3.55,3.91,6.5,6.73,6,4.32,5.32,3.82,4.32,5.5,2.82,2.5,8.96,12.32,10,6.5,6.91,49984,318,6.77,214,9.73,2405,2205,840,1365,38.1,61.9,200,8.32,259158,1365,176,201,147,247,594,12.89,14.73,10.77,18.1,43.52,927,591,43.3,27.5,188,85,28,21.79,7.18,4695,4730,2753,58.2,933,42.31
"25025060500",3559,1451,2362,886,24.88,2586,1864,185,381,9.92,20.44,408,21.89,364,14.07,40,44,74,79,72,31,76,118,103,67,48,59,154,179,129,95,93,2.74,3.02,5.08,5.42,4.93,2.12,5.22,8.09,7.07,4.59,3.29,4.05,10.56,12.28,8.85,6.52,6.38,52695,578,16.32,124,8.5,1617,1451,469,982,32.32,67.68,166,10.27,222084,976,36,87,137,231,485,3.67,8.86,13.95,23.52,49.39,1012,421,42.87,27.799999,126,22,19,10.63,9.18,3541,3342,1678,50.21,719,49.55
"25025060599",21,0,0,0,0,19,14,0,0,0,0,0,0,10,52.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,0,0,,,,,,0,0,,0,0,0,0,,,19,19,19,100,0,
"25025060600",999,467,583,162,15.21,783,578,82,119,14.19,20.59,231,39.97,250,31.93,26,26,24,21,14,16,14,27,24,3,4,21,59,108,23,22,68,5.17,5.17,4.78,4.18,2.78,3.18,2.78,5.36,4.78,.6,.8,4.17,11.73,21.47,4.57,4.37,13.52,69432,202,20,73,14.51,652,486,205,281,42.18,57.82,166,25.46,222797,271,7,20,32,55,157,2.49,7.12,11.39,19.57,55.87,1100,153,54.45,35.099998,49,31,10,48.44,15.62,1010,1002,289,28.84,348,71.61
"25025060699",18,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,,0,0,0,0,,,0,,0,0,0,0,0,0,0,,,,,,0,0,,0,0,0,0,,,19,19,6,31.58,0,
"25025060700",1446,544,1161,667,50.3,724,354,14,66,3.95,18.64,11,3.11,13,1.79,50,51,59,54,37,31,25,33,24,10,7,17,21,12,2,2,8,11.29,11.51,13.32,12.19,8.35,7,5.64,7.440001,5.42,2.26,1.58,3.84,4.74,2.71,.45,.45,1.81,21069,566,42.68,213,48.08,729,514,0,514,0,100,215,29.49,0,499,207,177,35,59,21,40.27,34.44,6.81,11.48,4.09,271,71,13.81,17.799999,0,0,0,,,1326,1224,642,52.45,354,68.87
"25025060800",1070,558,718,244,21.73,761,459,42,46,9.15,10.02,76,16.56,98,12.88,43,45,63,55,19,6,31,56,43,33,17,15,39,69,41,10,20,7.11,7.44,10.41,9.09,3.14,.99,5.13,9.26,7.11,5.45,2.81,2.48,6.45,11.4,6.78,1.65,3.31,38787,231,20.7,146,24.13,694,569,130,439,22.85,77.15,125,18.01,171465,439,49,53,34,57,245,11.16,12.07,7.74,12.98,55.81,1089,225,51.25,31.299999,20,6,6,9.09,9.09,1116,1034,394,38.1,354,62.22
