tractid90,totalpop,households,hhfam,hhchild,pcthhchild,popu25,popuempl,ind_finance,ind_professional,pctind_finance,pctind_professional,occ_profmanage,pctocc_profmanage,college,pctcollege,inc_0_5K,inc_5K_10K,inc_10K_15K,inc_15K_20K,inc_20K_25K,inc_25K_30K,inc_30K_35K,inc_35K_40K,inc_40K_45K,inc_45K_50K,inc_50K_55K,inc_55K_60K,inc_60K_75K,inc_75K_100K,inc_100K_125K,inc_125K_150K,inc_150K_more,pctinc_0_5K,pctinc_5K_10K,pctinc_10K_15K,pctinc_15K_20K,pctinc_20K_25K,pctinc_25K_30K,pctinc_30K_35K,pctinc_35K_40K,pctinc_40K_45K,pctinc_45K_50K,pctinc_50K_55K,pctinc_55K_60K,pctinc_60K_75K,pctinc_75K_100K,pctinc_100K_125K,pctinc_125K_150K,pctinc_150K_more,medhhincome,poverty,pctpoverty,publicassist,pctpublicassist,units,unitsocc,own,rent,pctown,pctrent,vacant,pctvacant,medianvalue,unitsrent,rent_0_300,rent_300_600,rent_600_750,rent_750_1000,rent_1000_more,pctrent_0_300,pctrent_300_600,pctrent_600_750,pctrent_750_1000,pctrent_1000_more,medianrent,incomerent_30_more,pctincomerent_30_more,medianpctincomerent,unitsmortgage,inc_mortgage_30_more,inc_nomortgage_30_more,pctinc_mortgage_30_more,pctinc_nomortgage_30_more,popupov,popu5,sameres,pctsameres,units_newres,pctunits_newres
"25025160200",3823,1308,3056,1288,33.69,2124,1705,83,403,4.87,23.64,273,16.01,268,12.62,42,56,169,148,64,42,54,63,67,97,63,65,158,120,46,15,37,3.22,4.29,12.94,11.33,4.9,3.22,4.13,4.82,5.13,7.42,4.82,4.98,12.1,9.19,3.52,1.15,2.83,41160,1237,32.78,283,21.67,1475,1308,206,1102,15.75,84.25,167,11.32,260762,1102,129,133,74,124,643,11.71,12.07,6.72,11.25,58.35,1123,559,50.73,31,47,28,5,43.08,7.69,3774,3446,1280,37.14,818,62.53
"25025160300",1114,692,374,55,4.76,1012,760,143,201,18.82,26.45,327,43.03,412,40.71,32,38,84,72,34,45,34,9,4,16,9,15,39,76,48,38,150,4.31,5.12,11.33,9.71,4.59,6.07,4.58,1.21,.54,2.15,1.21,2.02,5.26,10.24,6.47,5.12,20.22,50725,145,12.55,66,8.89,779,724,230,494,31.77,68.23,55,7.06,375904,489,138,116,18,30,187,27.94,23.48,3.64,6.07,37.85,528,205,41.5,28.4,95,27,0,25.47,0,1155,1140,199,17.46,561,77.49
"25025160400",2828,962,2331,987,35.41,1490,1055,54,180,5.12,17.06,102,9.67,111,7.45,36,44,110,97,78,101,35,33,34,55,45,24,51,85,45,36,27,3.85,4.71,11.78,10.39,8.35,10.82,3.75,3.54,3.64,5.89,4.82,2.57,5.46,9.1,4.82,3.85,2.89,30314,994,36,345,36.94,1018,930,140,790,15.05,84.95,88,8.64,201587,783,97,104,64,108,409,12.33,13.21,8.13,13.72,51.97,1061,416,52.86,32.299999,20,12,0,38.71,0,2761,2426,1068,44.02,535,57.53
"25025160500",7754,3046,6257,2570,33.14,5011,3179,168,648,5.28,20.38,523,16.45,342,6.82,129,152,327,296,151,99,135,136,138,110,78,146,265,365,232,134,135,4.26,5.02,10.8,9.780001,4.99,3.27,4.46,4.49,4.55,3.64,2.58,4.82,8.75,12.05,7.66,4.43,4.46,43180,1911,24.85,690,22.79,3352,3046,864,2182,28.37,71.63,306,9.13,227075,2158,292,314,198,332,1022,13.38,14.39,9.07,15.22,46.84,998,1011,46.33,29,248,101,10,29.02,2.87,7689,7117,3738,52.52,1611,52.88
"25025160600",6870,2706,5429,2047,29.65,4825,2885,160,763,5.55,26.45,728,25.23,687,14.24,75,94,246,247,185,60,94,102,78,98,91,104,271,481,189,129,128,2.81,3.52,9.21,9.25,6.92,2.25,3.52,3.82,2.92,3.67,3.41,3.89,10.15,18.01,7.08,4.83,4.79,52552,1068,16.25,323,12.09,2929,2708,990,1718,36.56,63.44,221,7.55,258089,1691,222,240,152,256,822,12.92,13.97,8.85,14.9,47.85,1023,658,38.3,27.4,268,73,27,16.44,6.08,6571,6368,3495,54.88,1289,47.6
"25025160700",285,2,0,0,0,252,0,0,0,,,0,,41,16.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,0,0,,,0,,0,0,0,0,0,0,0,,,,,,0,0,,0,0,0,0,,,0,252,29,11.51,0,
"25025170100",6165,2384,5495,1995,32.36,4408,3094,305,693,9.86,22.4,702,22.69,484,10.98,78,82,115,109,78,66,97,100,92,72,58,80,244,426,295,151,214,3.31,3.48,4.88,4.62,3.3,2.8,4.11,4.24,3.9,3.05,2.46,3.39,10.35,18.07,12.52,6.41,9.08,68604,466,7.58,211,8.95,2541,2384,1529,855,64.14,35.86,157,6.18,276269,842,12,44,80,135,570,1.4,5.15,9.36,15.79,66.67,1164,415,48.54,30.299999,536,220,107,22.04,10.72,6151,5797,4189,72.26,789,33.09
"25025170200",4262,1623,3778,1460,34.26,2875,1920,184,363,9.58,18.91,387,20.16,261,9.07,72,73,82,81,71,69,62,59,67,71,80,76,172,191,129,99,158,4.46,4.52,5.08,5.01,4.4,4.27,3.84,3.65,4.15,4.39,4.95,4.71,10.65,11.83,7.99,6.13,9.78,56205,490,11.52,183,11.33,1662,1623,795,828,48.98,51.02,39,2.35,301400,797,134,142,85,143,292,16.18,17.15,10.27,17.27,35.27,759,345,41.67,28.5,290,115,40,22.68,7.89,4254,4015,2610,65.01,589,36.29
"25025170300",6375,2329,5616,2070,32.47,4611,2876,420,577,14.6,20.06,718,24.97,653,14.17,52,62,138,128,87,84,84,65,62,58,95,93,224,366,265,163,277,2.26,2.69,5.99,5.56,3.78,3.64,3.64,2.82,2.69,2.52,4.13,4.04,9.73,15.89,11.51,7.08,12.03,69023,530,8.52,147,6.38,2437,2329,1606,723,68.96,31.04,108,4.43,296231,705,6,36,72,121,470,.83,4.98,9.96,16.74,65.01,1162,385,53.25,35.099998,643,282,87,25.22,7.78,6219,6002,4081,67.99,761,32.68
"25025170400",4580,1995,3568,1248,27.25,3370,2335,318,330,13.62,14.13,400,17.13,303,8.99,42,57,173,152,71,53,80,115,97,62,105,157,187,307,165,106,47,2.13,2.88,8.75,7.69,3.59,2.69,4.04,5.82,4.91,3.13,5.31,7.95,9.46,15.54,8.35,5.36,2.38,54311,415,9.13,123,6.22,2107,1995,867,1128,43.46,56.54,112,5.32,266287,1128,139,147,87,146,609,12.32,13.03,7.71,12.94,53.99,1071,585,51.87,30.6,251,67,55,15.65,12.85,4543,4305,2655,61.67,904,45.31
"25025170500",5243,2430,3656,1122,21.4,3939,2827,257,628,9.09,22.21,898,31.77,732,18.58,67,74,130,122,88,103,136,86,59,90,135,145,302,331,216,148,202,2.75,3.04,5.34,5.01,3.62,4.23,5.59,3.53,2.42,3.7,5.55,5.96,12.41,13.6,8.87,6.08,8.3,59318,432,8.39,218,8.96,2784,2430,1111,1319,45.72,54.28,354,12.72,261297,1289,29,61,89,149,960,2.21,4.65,6.79,11.37,73.23,1399,681,51.95,31.5,380,99,71,14.8,10.61,5149,4973,2522,50.71,1397,57.49
"25025170600",4484,1822,3880,1444,32.2,3166,2130,286,448,13.43,21.03,543,25.49,441,13.93,56,63,120,116,95,69,69,74,50,72,72,103,194,225,163,102,165,3.09,3.48,6.63,6.41,5.25,3.81,3.82,4.09,2.77,3.98,3.98,5.69,10.72,12.43,9.01,5.64,9.12,57587,462,10.35,196,10.83,1944,1822,1029,793,56.48,43.52,122,6.28,285894,784,55,81,87,147,414,6.94,10.21,10.97,18.54,52.21,1041,377,47.54,30.1,300,113,71,20.07,12.61,4465,4228,2767,65.44,675,37.05
"25025170700",7418,3050,5893,2479,33.42,4742,3065,295,557,9.62,18.17,452,14.75,404,8.52,173,188,300,280,167,90,121,146,132,106,95,103,364,386,171,79,170,5.63,6.12,9.77,9.12,5.44,2.93,3.94,4.76,4.3,3.45,3.09,3.35,11.85,12.57,5.57,2.57,5.54,42052,1733,23.39,537,17.49,3301,3050,810,2240,26.56,73.44,251,7.6,265931,2229,251,274,180,303,1221,11.21,12.23,8.04,13.53,54.51,1078,1188,53.04,32.599998,213,64,8,21.12,2.64,7408,6896,3838,55.66,1521,49.86
"25025170800",4259,1805,3469,1220,28.65,3089,2146,265,312,12.35,14.54,420,19.57,430,13.92,41,49,108,100,67,70,75,69,102,88,80,111,235,251,178,92,93,2.27,2.71,5.97,5.53,3.7,3.87,4.15,3.81,5.64,4.86,4.42,6.13,12.98,13.87,9.83,5.08,5.14,57708,401,9.42,153,8.45,1950,1805,784,1021,43.43,56.57,145,7.44,252741,1002,91,109,89,149,563,8.97,10.75,8.78,14.69,55.52,1082,501,49.41,30.5,248,101,45,23.06,10.27,4259,3996,2565,64.19,767,42.49
"25025180100",4870,2305,3309,1096,22.51,3742,2643,399,644,15.1,24.37,873,33.03,890,23.79,55,71,202,176,82,76,64,82,71,60,69,63,227,330,258,142,249,2.41,3.12,8.87,7.72,3.6,3.33,2.81,3.6,3.12,2.63,3.03,2.77,9.96,14.49,11.33,6.23,10.93,65205,427,8.92,137,6.01,2506,2305,901,1404,39.09,60.91,201,8.02,349881,1360,221,194,48,81,815,15.9,13.96,3.45,5.83,58.63,1226,460,33.09,24.299999,196,40,26,11.17,7.26,4788,4622,2632,56.95,1124,48.77
"25025180200",3955,1598,3378,1287,32.54,2859,2104,190,528,9.03,25.1,515,24.48,428,14.97,36,41,80,76,56,47,51,58,45,58,63,77,197,226,176,132,152,2.29,2.61,5.1,4.84,3.57,3,3.25,3.69,2.87,3.69,4.02,4.91,12.56,14.4,11.22,8.41,9.69,67659,225,5.7,77,4.91,1649,1598,859,739,53.75,46.25,51,3.09,309243,724,49,62,53,90,470,6.63,8.39,7.17,12.18,63.6,1146,213,28.82,24.4,290,94,29,18.8,5.8,3948,3743,2618,69.94,582,36.42
"25025180300",3387,1182,2982,1145,34.23,2339,1786,258,496,14.45,27.77,587,32.87,564,24.11,24,25,33,28,6,8,36,46,35,29,56,44,164,187,131,88,228,2.05,2.14,2.83,2.4,.51,.68,3.08,3.94,3,2.48,4.79,3.77,14.04,16.01,11.22,7.53,19.52,81135,92,2.82,29,2.48,1167,1133,779,354,68.76,31.24,34,2.91,354515,346,5,19,35,59,228,1.41,5.37,9.89,16.67,64.41,1257,77,21.75,21.9,352,131,41,22.43,7.02,3267,3204,2451,76.5,214,18.89
"25025180400",1835,746,1506,536,28.56,1392,1141,136,303,11.92,26.56,372,32.6,371,26.66,8,9,16,22,30,5,15,15,24,50,44,25,98,153,76,76,98,1.05,1.18,2.1,2.89,3.94,.66,1.97,1.97,3.15,6.56,5.77,3.28,12.86,20.08,9.97,9.97,12.86,78230,35,1.86,41,5.38,864,795,445,350,55.97,44.03,69,7.99,350059,350,0,10,23,39,278,0,2.86,6.57,11.14,79.43,1372,141,40.29,24.9,160,40,27,15.27,10.31,1877,1762,1141,64.76,351,44.15
"25025180500",4080,1775,3038,1164,28.53,3012,2383,244,673,10.24,28.24,690,28.96,646,21.44,24,28,60,67,75,66,69,31,56,53,50,138,294,270,171,124,180,1.37,1.6,3.43,3.82,4.28,3.77,3.94,1.77,3.2,3.02,2.85,7.88,16.78,15.41,9.76,7.08,10.27,67614,233,5.84,40,2.28,1927,1775,856,919,48.23,51.77,152,7.89,286963,914,18,44,71,119,662,1.96,4.79,7.73,12.95,72.03,1191,359,39.06,27.5,292,78,49,16.25,10.21,3987,3867,2352,60.82,849,47.83
"25021400100",4751,2215,2513,741,15.6,3506,2657,315,1339,11.86,50.4,1611,60.63,2350,67.03,83,82,73,73,67,56,71,76,56,80,62,57,193,245,266,192,488,3.74,3.7,3.29,3.29,3.02,2.53,3.2,3.43,2.53,3.6,2.79,2.57,8.7,11.04,11.99,8.65,21.99,85747,697,15.02,115,5.18,2336,2215,706,1509,31.87,68.13,121,5.18,891192,1494,85,115,113,190,990,5.63,7.62,7.49,12.59,65.61,1276,648,42.94,27.200001,65,16,26,10.81,17.57,4641,4540,1918,42.25,1213,54.76
"25021400200",5527,2688,3287,1009,18.26,4027,3064,327,1505,10.67,49.12,1722,56.2,2588,64.27,72,76,114,107,66,49,73,75,73,86,107,134,254,433,242,205,560,2.64,2.79,4.18,3.93,2.42,1.8,2.68,2.75,2.67,3.15,3.93,4.92,9.32,15.88,8.88,7.52,20.54,78670,686,12.55,167,6.13,2804,2688,876,1812,32.59,67.41,116,4.14,671422,1783,78,133,166,279,1127,4.3,7.34,9.16,15.4,62.2,1262,640,35.32,24.799999,73,22,0,21.57,0,5468,5198,2180,41.94,1534,57.07
"25021400300",3954,1596,2473,842,21.29,2766,2340,232,1008,9.91,43.08,1344,57.44,1878,67.89,39,37,21,31,51,19,15,48,45,61,84,82,135,220,207,168,317,2.47,2.34,1.33,1.97,3.23,1.2,.95,3.04,2.85,3.87,5.32,5.2,8.56,13.94,13.12,10.65,20.09,89042,403,10.48,38,2.41,1644,1596,670,926,41.98,58.02,48,2.92,587829,917,2,34,76,128,676,.22,3.67,8.21,13.82,73,1456,300,32.4,22.6,78,28,13,21.71,10.08,3846,3752,1591,42.4,889,55.7
"25021400400",5388,2793,3059,941,17.46,4141,2947,410,1433,13.91,48.63,1565,53.1,2387,57.64,90,103,200,182,116,118,115,121,109,101,66,82,155,313,245,199,490,3.21,3.67,7.14,6.49,4.14,4.2,4.1,4.32,3.88,3.6,2.35,2.92,5.53,11.16,8.74,7.1,17.48,59934,467,8.71,138,4.92,2900,2793,874,1919,31.29,68.71,107,3.69,579630,1897,110,189,238,400,960,5.73,9.85,12.4,20.84,50.03,989,780,40.65,26.6,203,46,8,15.44,2.68,5364,5197,2438,46.91,1455,52.09
"25021400500",4806,2367,2761,841,17.5,3671,3050,419,1356,13.74,44.46,1830,60,2444,66.58,31,33,55,66,74,39,75,69,73,96,143,96,202,332,240,167,574,1.31,1.39,2.32,2.79,3.13,1.65,3.17,2.92,3.09,4.06,6.04,4.06,8.54,14.03,10.14,7.06,24.26,83660,266,5.6,46,1.94,2461,2367,773,1594,32.66,67.34,94,3.82,722577,1570,13,91,189,317,960,.82,5.71,11.86,19.89,60.23,1196,419,26.29,21,82,24,0,19.83,0,4747,4597,2240,48.73,1334,56.36
"25021400600",4929,2092,3389,1150,23.33,3383,2965,273,1555,9.21,52.45,1805,60.88,2499,73.87,52,49,26,26,32,50,69,67,41,38,41,101,172,286,233,165,619,2.51,2.37,1.26,1.26,1.55,2.42,3.34,3.24,1.99,1.84,1.98,4.88,8.32,13.83,11.27,7.98,29.93,98174,330,6.88,28,1.35,2167,2092,1240,852,59.27,40.73,75,3.46,822746,808,7,33,64,108,596,.82,3.87,7.51,12.68,69.95,1421,312,36.62,26,327,97,14,21.9,3.16,4798,4686,2201,46.97,988,47.23
"25021400700",3083,1298,2184,735,23.84,2189,1927,146,925,7.58,48,1061,55.06,1485,67.84,29,29,27,28,21,9,33,49,45,37,35,29,166,147,190,140,285,2.23,2.23,2.08,2.16,1.62,.69,2.54,3.77,3.46,2.85,2.7,2.23,12.79,11.33,14.64,10.79,21.96,94977,242,7.89,25,1.93,1343,1298,646,652,49.77,50.23,45,3.35,551468,642,8,40,80,133,381,1.23,6.13,12.27,20.4,58.44,1102,197,30.22,21.299999,178,55,36,21.83,14.29,3069,2924,1618,55.34,594,45.76
"25021400800",5222,2450,2906,796,15.24,4110,2886,311,1415,10.78,49.03,1624,56.27,2554,62.14,58,63,104,102,92,93,64,63,95,103,76,120,262,364,302,169,340,2.35,2.55,4.21,4.13,3.72,3.76,2.59,2.55,3.85,4.17,3.08,4.86,10.61,14.74,12.23,6.84,13.77,70524,311,6.41,170,6.88,2577,2450,872,1578,35.59,64.41,127,4.93,564480,1541,123,148,122,204,944,7.79,9.38,7.73,12.93,59.82,1134,586,37.14,25.9,97,43,3,33.86,2.36,4855,5020,2213,44.08,1430,58.37
"25021400900",3815,1933,2374,797,21.46,2709,2120,225,955,10.61,45.05,1164,54.91,1516,55.96,69,71,90,91,92,87,73,78,64,91,88,81,199,305,189,148,205,3.42,3.51,4.46,4.51,4.56,4.31,3.61,3.86,3.17,4.5,4.36,4.01,9.85,15.1,9.36,7.33,10.15,63225,385,10.4,109,5.4,1991,1944,719,1225,36.99,63.01,47,2.36,628467,1208,102,115,81,136,773,8.33,9.39,6.61,11.1,63.1,1271,502,40.98,28.299999,71,6,9,6.82,10.23,3703,3522,1806,51.28,1167,60.03
"25021401000",3187,1238,2622,1108,33.7,2222,1908,196,805,10.27,42.19,847,44.39,1136,51.12,17,19,32,31,23,18,19,25,51,54,43,28,114,116,168,122,289,1.45,1.63,2.74,2.65,1.97,1.54,1.62,2.14,4.36,4.62,3.68,2.4,9.75,9.92,14.37,10.44,24.72,96679,298,9.06,97,8.3,1303,1227,490,737,39.93,60.07,76,5.83,529545,720,70,77,52,87,434,9.5,10.45,7.06,11.8,58.89,1210,190,25.78,21.4,152,47,15,20.09,6.41,3288,3159,1747,55.3,608,49.55
"25021401100",4166,1411,3515,1277,30.65,2853,2205,270,1139,12.24,51.66,1364,61.86,1963,68.8,18,21,44,37,14,9,18,37,35,27,17,45,47,117,118,100,724,1.26,1.47,3.08,2.59,.98,.63,1.26,2.59,2.45,1.89,1.19,3.15,3.29,8.19,8.26,7,50.7,150749,181,4.6,10,.7,1472,1411,1122,289,79.52,20.48,61,4.14,891192,280,9,16,20,33,202,3.11,5.54,6.92,11.42,69.9,1522,127,43.94,26.5,505,174,57,20.49,6.71,3934,3922,2587,65.96,447,31.68
"25021401200",5890,2276,4565,1395,23.68,4114,2966,310,1346,10.45,45.38,1769,59.64,2475,60.17,51,51,46,54,65,37,56,46,42,36,78,80,99,190,280,223,866,2.22,2.22,2,2.35,2.83,1.61,2.43,2,1.83,1.56,3.39,3.48,4.3,8.26,12.17,9.69,37.64,117908,310,5.71,52,2.26,2355,2276,1512,764,66.43,33.57,79,3.35,620803,723,0,30,70,118,505,0,4.04,9.43,15.9,68.06,1132,264,35.58,24,944,280,46,20.88,3.43,5432,5589,3416,61.12,818,35.94
"25021402100",8337,3125,7256,2684,32.19,5743,4258,412,965,9.68,22.66,1167,27.41,1225,21.33,72,79,134,120,108,145,80,113,119,95,95,162,340,479,402,239,409,2.26,2.48,4.2,3.76,3.39,4.55,2.51,3.54,3.73,2.97,2.98,5.08,10.65,15.01,12.6,7.49,12.82,72081,652,7.89,271,8.49,3244,3125,2169,956,69.41,30.59,119,3.67,291063,941,100,103,58,97,584,10.46,10.77,6.07,10.15,61.09,1159,424,44.35,26.299999,1055,246,45,13.55,2.48,8266,7747,4939,63.75,1256,40.2
"25021402200",2269,808,2081,799,34.74,1517,1185,108,316,9.11,26.67,284,23.97,252,16.61,10,11,20,25,33,15,22,26,46,39,25,29,99,147,66,51,146,1.23,1.35,2.46,3.08,4.06,1.84,2.71,3.2,5.67,4.8,3.08,3.57,12.19,18.1,8.13,6.28,17.98,75818,54,2.37,12,1.48,837,829,661,168,79.73,20.27,8,.96,277338,158,0,4,10,16,128,0,2.38,5.95,9.52,76.19,1479,73,43.45,28.700001,364,118,26,21.61,4.76,2283,2099,1515,72.18,237,28.59
"25021402300",4704,1536,4216,1621,34.69,3324,2635,263,656,9.98,24.9,872,33.09,873,26.26,7,9,29,30,26,16,20,36,50,65,49,38,120,270,222,176,381,.45,.58,1.88,1.94,1.69,1.03,1.3,2.34,3.25,4.21,3.18,2.46,7.78,17.5,14.39,11.41,24.69,100314,78,1.73,25,1.62,1546,1515,1460,55,96.37,3.63,31,2.01,330275,51,3,4,4,6,35,5.45,7.27,7.27,10.91,63.64,1114,3,5.45,25.1,932,233,35,16.84,2.53,4515,4483,3205,71.49,393,25.94
"25021402400",5351,1930,4871,2012,37.6,3703,2761,264,685,9.56,24.81,804,29.12,980,26.46,13,27,134,118,57,47,56,37,37,71,50,54,146,260,283,202,327,.68,1.41,6.99,6.16,2.98,2.45,2.92,1.93,1.93,3.7,2.61,2.82,7.62,13.56,14.76,10.54,17.06,86837,201,3.76,118,6.16,1978,1930,1550,380,80.31,19.69,48,2.43,320294,365,64,57,14,24,206,16.84,15,3.68,6.32,54.21,1119,104,27.37,22.299999,801,226,104,16.41,7.55,5351,5016,3892,77.59,516,26.73
"25021402500",3121,1091,2608,950,30.44,2221,1474,223,540,15.13,36.64,696,47.22,1129,50.83,4,5,12,14,28,37,24,23,9,5,15,41,105,91,159,109,413,.37,.46,1.1,1.28,2.56,3.38,2.2,2.1,.82,.46,1.37,3.75,9.6,8.32,14.53,9.96,37.75,118506,108,3.71,18,1.65,1145,1091,902,189,82.68,17.32,54,4.72,457359,141,4,7,9,15,106,2.56,4.49,5.77,9.62,67.95,1492,81,51.92,32.900002,520,151,22,19.58,2.85,2914,2928,2003,68.41,308,28.23
"25021403100",6514,2311,5980,2207,33.88,4441,3273,340,1246,10.39,38.07,1749,53.44,2731,61.5,22,21,14,19,46,54,28,66,59,42,79,49,106,354,334,247,818,.93,.89,.6,.81,1.95,2.29,1.18,2.79,2.5,1.78,3.35,2.08,4.49,15.01,14.16,10.47,34.68,113382,145,2.24,25,1.06,2345,2311,2165,146,93.68,6.32,34,1.45,453259,127,0,2,4,7,115,0,1.37,2.74,4.79,78.77,1784,25,17.12,24.799999,1317,292,81,14.52,4.03,6487,6039,4442,73.56,613,26.53
"25021403200",3972,1398,3589,1270,31.97,2765,2155,258,826,11.97,38.33,1093,50.72,1511,54.65,16,18,27,27,20,22,34,18,11,30,30,20,110,143,172,170,511,1.16,1.31,1.96,1.96,1.45,1.59,2.47,1.31,.8,2.18,2.18,1.45,7.98,10.38,12.48,12.34,37.08,122049,127,3.2,12,.87,1418,1398,1271,127,90.92,9.08,20,1.41,455754,118,0,3,8,14,93,0,2.36,6.3,11.02,73.23,1706,30,23.62,21.5,775,166,58,13.98,4.89,3972,3693,2577,69.78,385,27.54
"25021403300",4066,1298,3541,1338,32.91,2784,2005,222,736,11.07,36.71,1027,51.22,1651,59.31,11,11,8,6,5,14,12,19,26,27,9,26,92,143,140,99,651,.85,.85,.62,.46,.39,1.08,.93,1.47,2.01,2.08,.69,2,7.09,11.03,10.79,7.63,50.19,148217,100,2.59,19,1.46,1321,1298,1140,158,87.83,12.17,23,1.74,514216,139,0,1,3,5,129,0,.67,2.01,3.36,86.58,1784,55,36.92,26.799999,724,159,20,15.17,1.91,3862,3802,2649,69.67,365,28.12
"25021403400",7905,3171,6597,2407,30.45,5580,3789,388,1379,10.24,36.39,2049,54.08,2966,53.15,73,75,87,78,68,88,62,89,87,81,67,104,211,342,325,290,1098,2.26,2.33,2.69,2.41,2.11,2.73,1.92,2.76,2.7,2.51,2.08,3.22,6.54,10.6,10.08,8.99,34.05,107481,383,4.9,98,3.04,3271,3171,2099,1072,66.19,33.81,100,3.06,476074,935,114,100,24,40,657,10.63,9.33,2.24,3.73,61.29,1567,353,32.93,25.299999,1238,295,68,17.1,3.94,7824,7428,4501,60.6,1360,42.89
"25021403500",5100,1982,4378,1535,30.1,3685,2895,339,757,11.71,26.15,1141,39.41,1488,40.38,9,17,76,70,32,19,53,44,35,25,55,56,195,289,317,264,451,.45,.85,3.78,3.48,1.6,.95,2.65,2.2,1.75,1.25,2.74,2.79,9.72,14.4,15.79,13.15,22.47,101565,141,2.76,33,1.64,2050,1982,1422,560,71.75,28.25,68,3.32,414581,542,27,33,28,47,406,4.82,5.89,5,8.39,72.5,1469,158,28.22,24.299999,754,204,80,16.46,6.46,5100,4768,3278,68.75,689,34.76
"25021404100",1444,543,1246,472,33.1,1016,785,91,360,11.59,45.86,460,58.6,592,58.27,4,4,7,7,3,5,10,7,7,19,15,8,20,52,54,46,261,.76,.76,1.33,1.33,.57,.95,1.9,1.33,1.33,3.61,2.85,1.52,3.8,9.87,10.25,8.73,49.53,146537,36,2.52,4,.76,525,522,482,40,92.34,7.66,3,.57,541487,40,0,2,4,7,27,0,5,10,17.5,67.5,1784,0,0,14.3,313,71,22,15.2,4.71,1426,1300,933,71.77,148,28.36
"25021404201",6003,2013,5554,2305,38.4,3868,2972,387,1224,13.02,41.18,1673,56.29,2907,75.15,25,25,25,25,32,43,32,20,19,25,32,28,102,102,134,118,1188,1.27,1.27,1.27,1.27,1.62,2.18,1.62,1.01,.96,1.27,1.62,1.42,5.16,5.16,6.78,5.97,60.15,181475,194,3.23,36,1.82,2064,2013,1710,303,84.95,15.05,51,2.47,770344,282,32,33,17,28,172,10.56,10.89,5.61,9.24,56.77,1535,84,27.72,20.700001,1061,257,39,16.48,2.5,6003,5593,3882,69.41,571,28.36
"25021404202",4542,1146,2750,989,21.69,2378,2146,327,874,15.24,40.73,1092,50.89,1704,71.66,8,7,4,10,29,21,18,17,17,34,18,25,62,131,54,65,635,.69,.61,.34,.86,2.52,1.82,1.56,1.47,1.47,2.94,1.56,2.17,5.38,11.36,4.68,5.64,55.07,160374,133,4.16,0,0,1211,1167,926,241,79.35,20.65,44,3.63,617416,241,0,10,23,39,170,0,4.15,9.54,16.18,70.54,1608,109,45.23,27.799999,578,89,33,10.97,4.07,3196,4349,2098,48.24,422,36.16
"25021404300",8539,3097,7544,2615,30.62,6131,4460,694,1619,15.56,36.3,2407,53.97,3873,63.17,21,23,45,51,57,47,54,31,36,66,55,50,154,341,334,345,1396,.68,.74,1.45,1.64,1.84,1.52,1.74,1,1.16,2.13,1.77,1.61,4.96,10.98,10.76,11.11,44.96,137142,154,1.86,36,1.16,3200,3097,2651,446,85.6,14.4,103,3.22,531149,431,12,14,10,17,377,2.69,3.14,2.24,3.81,84.53,1784,164,36.77,24.200001,1757,498,82,20.44,3.37,8274,7949,5184,65.22,1199,38.71
"25021404400",6087,1673,3300,1181,19.4,2891,3011,280,1651,9.3,54.83,1375,45.67,2079,71.91,16,19,47,43,38,57,61,49,20,42,34,19,64,136,135,131,782,.94,1.12,2.78,2.54,2.25,3.36,3.6,2.9,1.18,2.48,2.01,1.12,3.78,8.03,7.97,7.73,46.16,137381,126,3.14,57,3.36,1764,1673,1078,595,64.44,35.56,91,5.16,695306,529,88,82,28,47,284,15.3,14.26,4.87,8.17,49.39,1080,176,30.61,25.5,603,161,7,19.35,.84,4011,5860,2557,43.63,589,35.2
"25021405100",4915,1643,4604,1669,33.96,3330,2454,409,878,16.67,35.78,1440,58.68,2142,64.32,10,9,4,4,10,14,8,17,27,29,31,19,53,141,155,166,929,.62,.55,.24,.24,.61,.87,.49,1.05,1.66,1.78,1.91,1.17,3.26,8.68,9.54,10.22,57.17,171667,100,2.04,27,1.66,1696,1643,1508,135,91.78,8.22,53,3.12,725250,78,0,2,4,6,67,0,2.13,4.26,6.38,71.28,1784,13,13.83,17.6,953,249,26,19.24,2.01,4908,4582,3075,67.11,539,32.81
"25021406101",4881,1558,4309,1781,35.94,3264,2628,252,810,9.59,30.82,1143,43.49,1539,47.16,11,12,22,22,18,14,24,40,46,48,61,46,88,149,219,181,587,.69,.76,1.38,1.38,1.13,.88,1.52,2.52,2.89,3.02,3.84,2.9,5.54,9.38,13.79,11.4,36.96,120131,98,2.08,7,.44,1608,1565,1206,359,77.06,22.94,43,2.67,408343,340,12,23,33,55,217,3.34,6.41,9.19,15.32,60.45,1185,148,41.22,27.6,931,222,7,19.73,.62,4715,4470,2765,61.86,678,43.32
